11, 31, 18, 20, 1, 14, 9, 7, 22, 2, 29, 17, 26, 15, 3, 24, 21, 28, 30, 6, 19, 13, 10, 25, 12, 4, 8, 5, 16, 23, 27
23, 15, 1, 6, 5, 24, 11, 27, 21, 26, 17, 30, 19, 14, 22, 20, 29, 28, 31, 8, 25, 12, 4, 9, 7, 10, 2, 18, 3, 13, 16
8, 11, 24, 26, 18, 31, 20, 1, 14, 9, 7, 22, 2, 29, 17, 15, 3, 21, 28, 30, 6, 19, 13, 10, 25, 12, 4, 5, 16, 23, 27
11, 31, 18, 20, 1, 14, 9, 7, 24, 17, 3, 5, 6, 29, 16, 28, 23, 15, 4, 25, 13, 2, 27, 21, 26, 30, 19, 22, 8, 12, 10
11, 31, 18, 20, 1, 14, 9, 7, 24, 17, 3, 5, 6, 29, 16, 2, 23, 15, 4, 25, 13, 28, 27, 21, 26, 30, 19, 22, 8, 12, 10
11, 31, 18, 20, 1, 14, 9, 7, 24, 17, 3, 5, 6, 29, 16, 2, 23, 15, 4, 25, 13, 30, 27, 21, 26, 28, 19, 22, 8, 12, 10
2, 12, 11, 24, 31, 18, 20, 1, 14, 9, 7, 17, 3, 5, 6, 29, 16, 23, 15, 4, 25, 13, 30, 27, 21, 26, 28, 19, 22, 8, 10
11, 12, 31, 18, 20, 1, 14, 9, 7, 24, 17, 3, 5, 6, 29, 16, 2, 25, 13, 23, 15, 4, 28, 27, 21, 26, 30, 19, 22, 8, 10
2, 12, 11, 24, 31, 18, 20, 1, 14, 9, 7, 17, 3, 5, 6, 29, 16, 23, 15, 4, 22, 28, 25, 13, 27, 19, 30, 26, 21, 8, 10
2, 12, 11, 24, 31, 18, 20, 1, 14, 9, 7, 17, 3, 5, 6, 29, 16, 23, 15, 4, 22, 28, 25, 13, 27, 19, 30, 26, 21, 8, 10
2, 12, 11, 25, 31, 18, 20, 1, 14, 9, 7, 24, 17, 3, 5, 6, 29, 16, 13, 23, 15, 4, 28, 22, 27, 19, 30, 26, 21, 8, 10
2, 12, 11, 25, 31, 18, 20, 1, 14, 9, 7, 24, 17, 3, 5, 4, 29, 16, 13, 23, 15, 6, 28, 22, 27, 19, 30, 26, 21, 8, 10
2, 12, 11, 24, 25, 31, 18, 20, 1, 14, 9, 7, 17, 3, 5, 6, 29, 16, 13, 23, 15, 4, 28, 22, 27, 19, 30, 26, 21, 8, 10
2, 12, 8, 25, 31, 18, 20, 1, 14, 9, 7, 24, 17, 3, 5, 4, 29, 16, 13, 23, 15, 6, 28, 22, 27, 19, 30, 26, 21, 11, 10
2, 12, 11, 24, 25, 31, 18, 20, 1, 14, 9, 7, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 22, 3, 27, 19, 30, 26, 21, 8, 10
2, 12, 11, 21, 26, 30, 19, 27, 3, 22, 6, 15, 23, 13, 16, 29, 4, 5, 28, 17, 24, 7, 9, 14, 1, 20, 18, 31, 25, 8, 10
2, 12, 11, 21, 26, 30, 19, 27, 3, 22, 6, 15, 23, 13, 16, 29, 4, 5, 28, 17, 24, 7, 9, 14, 1, 20, 18, 31, 25, 8, 10
2, 12, 8, 11, 21, 26, 30, 19, 27, 3, 22, 6, 15, 23, 13, 16, 29, 4, 5, 28, 17, 24, 7, 9, 14, 1, 20, 18, 31, 25, 10
2, 12, 8, 11, 21, 26, 30, 19, 27, 3, 22, 6, 15, 23, 13, 16, 29, 4, 5, 28, 17, 24, 7, 9, 14, 1, 20, 18, 31, 25, 10
2, 12, 8, 11, 21, 26, 30, 19, 27, 3, 22, 6, 15, 23, 13, 16, 29, 4, 5, 28, 17, 24, 7, 9, 14, 1, 20, 18, 31, 25, 10
25, 31, 18, 20, 1, 14, 7, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 22, 3, 27, 19, 30, 26, 21, 9, 24, 11, 12, 2, 10, 8
25, 31, 18, 20, 1, 14, 7, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 22, 3, 27, 19, 30, 26, 21, 9, 24, 11, 12, 2, 10, 8
25, 31, 18, 20, 1, 14, 7, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 22, 3, 27, 19, 30, 26, 21, 9, 24, 11, 10, 12, 2, 8
25, 31, 18, 20, 1, 14, 7, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 22, 3, 27, 19, 30, 26, 21, 9, 24, 11, 10, 12, 2, 8
25, 31, 5, 20, 1, 14, 7, 17, 28, 18, 4, 29, 16, 13, 23, 15, 6, 22, 3, 27, 19, 30, 26, 21, 9, 24, 11, 10, 12, 2, 8
25, 31, 18, 20, 22, 1, 14, 7, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 3, 27, 19, 30, 26, 21, 9, 24, 11, 10, 12, 2, 8
25, 31, 18, 20, 22, 1, 14, 7, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 3, 27, 19, 30, 26, 21, 9, 24, 11, 10, 12, 2, 8
25, 31, 18, 6, 15, 23, 13, 16, 29, 4, 5, 28, 17, 7, 14, 1, 20, 22, 27, 3, 19, 30, 26, 21, 9, 24, 11, 8, 2, 12, 10
25, 31, 18, 20, 1, 14, 26, 17, 28, 5, 4, 29, 16, 13, 23, 15, 6, 22, 3, 27, 19, 30, 7, 9, 21, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 18, 20, 22, 1, 14, 26, 17, 28, 5, 4, 15, 6, 3, 27, 19, 30, 7, 9, 21, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 18, 20, 22, 1, 14, 26, 17, 28, 5, 4, 15, 6, 3, 27, 19, 30, 7, 9, 21, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 18, 20, 22, 1, 14, 26, 17, 28, 5, 4, 15, 6, 3, 27, 19, 30, 7, 9, 21, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 14, 1, 22, 20, 18, 15, 6, 3, 27, 19, 30, 7, 9, 21, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 18, 20, 1, 22, 14, 26, 17, 28, 5, 4, 15, 6, 3, 27, 19, 30, 21, 9, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 14, 1, 22, 20, 18, 15, 6, 3, 27, 19, 30, 21, 9, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 14, 1, 22, 20, 18, 15, 6, 3, 27, 19, 30, 21, 9, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 1, 14, 22, 20, 18, 15, 6, 3, 27, 19, 30, 21, 9, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 14, 1, 22, 20, 18, 15, 6, 3, 27, 19, 30, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 1, 14, 22, 20, 18, 15, 6, 3, 27, 19, 30, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 14, 1, 22, 20, 18, 15, 27, 6, 3, 19, 30, 21, 9, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 14, 1, 22, 20, 18, 15, 27, 6, 3, 19, 30, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 28, 17, 26, 1, 14, 22, 20, 18, 15, 27, 6, 3, 19, 30, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 18, 28, 17, 26, 1, 14, 22, 20, 5, 15, 27, 6, 3, 19, 30, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 18, 28, 17, 26, 1, 14, 22, 20, 5, 15, 27, 6, 3, 19, 30, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 18, 28, 17, 26, 1, 14, 22, 20, 5, 15, 27, 6, 3, 19, 30, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 15, 27, 6, 3, 19, 30, 20, 18, 28, 17, 26, 1, 14, 22, 9, 21, 7, 24, 11, 10, 12, 2, 8
25, 31, 29, 16, 13, 23, 4, 5, 15, 27, 6, 3, 19, 30, 18, 28, 17, 26, 1, 14, 22, 20, 9, 21, 7, 24, 11, 10, 12, 2, 8
