M, u(M), chi(M), m(M)
5471, -0.36, 0.16, -0.08
5472, -0.36, 0.36, -0.12
5473, -0.44, 0.16, -0.08
5474, -0.52, 0.16, 0.08
5475, -0.52, 2.56, 0.32
5476, -0.44, 6.76, 0.52
5477, -0.52, 2.56, 0.32
5478, -0.44, 0.16, 0.08
5479, -0.52, 0.64, -0.16
5480, -0.52, 0.64, -0.16
5481, -0.44, 0.36, 0.12
5482, -0.52, 0.04, 0.04
5483, -0.6, 0, 0
5484, -0.52, 0.16, -0.08
5485, -0.6, 0.04, -0.04
5486, -0.6, 0.64, 0.16
5487, -0.44, 0.16, 0.08
5488, -0.52, 1.96, -0.28
5489, -0.36, 0.64, -0.16
5490, -0.36, 1, -0.2
5491, -0.28, 0.04, 0.04
5492, -0.36, 0.16, -0.08
5493, -0.36, 0.36, -0.12
5494, -0.36, 1.96, -0.28
5495, -0.36, 1, -0.2
5496, -0.52, 0.64, 0.16
5497, -0.36, 0.64, 0.16
5498, -0.68, 0.64, -0.16
5499, -0.52, 2.56, -0.32
5500, -0.52, 5.76, -0.48
5501, -0.52, 4, -0.4
5502, -0.44, 3.24, -0.36
5503, -0.52, 0.16, -0.08
5504, -0.36, 0.64, -0.16
5505, -0.44, 0.04, -0.04
5506, -0.6, 2.56, 0.32
5507, -0.6, 1.96, 0.28
5508, -0.28, 1.44, 0.24
5509, -0.6, 1.96, 0.28
5510, -0.44, 0.64, -0.16
5511, -0.52, 3.24, -0.36
5512, -0.52, 1.96, -0.28
5513, -0.44, 0.16, 0.08
5514, -0.44, 1.44, 0.24
5515, -0.44, 1.44, 0.24
5516, -0.6, 0.04, 0.04
5517, -0.12, 1, 0.2
5518, -0.2, 0.04, -0.04
5519, -0.52, 0, 0
5520, -0.44, 0.04, 0.04
5521, -0.44, 0.04, 0.04
5522, -0.52, 0.16, -0.08
5523, -0.36, 0.36, 0.12
5524, -0.44, 0.04, -0.04
5525, -0.36, 0.64, -0.16
5526, -0.6, 0.04, 0.04
5527, -0.44, 0, 0
5528, -0.44, 0.04, -0.04
5529, -0.52, 0.64, 0.16
5530, -0.6, 0.36, 0.12
5531, -0.44, 0.64, -0.16
5532, -0.44, 0.16, -0.08
5533, -0.52, 1, 0.2
5534, -0.52, 3.24, 0.36
5535, -0.44, 2.56, 0.32
5536, -0.6, 4, 0.4
5537, -0.52, 2.56, 0.32
5538, -0.52, 0, 0
5539, -0.44, 0.04, 0.04
5540, -0.44, 1, -0.2
5541, -0.44, 1.44, -0.24
5542, -0.44, 4.84, -0.44
5543, -0.76, 4.84, -0.44
5544, -0.6, 4, -0.4
5545, -0.52, 3.24, -0.36
5546, -0.6, 0.64, -0.16
5547, -0.68, 0.36, -0.12
5548, -0.36, 1.44, -0.24
5549, -0.36, 0, 0
5550, -0.52, 2.56, -0.32
5551, -0.36, 5.76, -0.48
5552, -0.36, 0.16, -0.08
5553, -0.52, 0.16, 0.08
5554, -0.52, 0.16, 0.08
5555, -0.52, 3.24, -0.36
5556, -0.44, 0.36, -0.12
5557, -0.6, 0.64, 0.16
5558, -0.44, 0.64, 0.16
5559, -0.44, 0.36, -0.12
5560, -0.52, 0.64, -0.16
5561, -0.36, 0.16, -0.08
5562, -0.6, 0.64, -0.16
5563, -0.6, 0.16, -0.08
5564, -0.52, 0.16, 0.08
5565, -0.52, 0, 0
5566, -0.52, 0.36, -0.12
5567, -0.6, 1, -0.2
5568, -0.52, 3.24, -0.36
5569, -0.44, 3.24, -0.36
5570, -0.52, 0.64, -0.16
5571, -0.52, 0.64, -0.16
5572, -0.44, 0.04, -0.04
5573, -0.44, 0.64, -0.16
5574, -0.52, 0.64, 0.16
5575, -0.28, 0.36, 0.12
5576, -0.36, 0.04, -0.04
5577, -0.6, 0.04, -0.04
5578, -0.36, 0, 0
5579, -0.52, 0.64, 0.16
5580, -0.76, 0.36, 0.12
5581, -0.68, 0.64, -0.16
5582, -0.36, 0.36, -0.12
5583, -0.52, 0, 0
5584, -0.52, 0, 0
5585, -0.44, 0.04, 0.04
5586, -0.2, 0.04, 0.04
5587, -0.04, 0.16, -0.08
5588, -0.36, 0.04, -0.04
5589, -0.6, 0, 0
5590, -0.28, 1.96, -0.28
5591, -0.36, 0.16, -0.08
5592, -0.28, 0.04, 0.04
5593, -0.36, 2.56, 0.32
5594, -0.52, 3.24, 0.36
5595, -0.6, 4.84, 0.44
5596, -0.68, 7.84, 0.56
5597, -0.52, 0.64, 0.16
5598, -0.36, 0.16, 0.08
5599, -0.52, 1, 0.2
5600, -0.36, 0.36, 0.12
5601, -0.44, 0.16, 0.08
5602, -0.44, 1.96, 0.28
5603, -0.44, 2.56, 0.32
5604, -0.36, 1.44, 0.24
5605, -0.52, 4, 0.4
5606, -0.44, 1.96, 0.28
5607, -0.44, 1.44, 0.24
5608, -0.44, 4, 0.4
5609, -0.36, 4.84, 0.44
5610, -0.6, 6.76, 0.52
5611, -0.44, 4, 0.4
5612, -0.44, 0.04, -0.04
5613, -0.52, 0.64, 0.16
5614, -0.52, 0.04, 0.04
5615, -0.36, 5.76, -0.48
5616, -0.52, 6.76, -0.52
5617, -0.6, 4.84, -0.44
5618, -0.36, 3.24, -0.36
5619, -0.44, 4, -0.4
5620, -0.2, 5.76, -0.48
5621, -0.52, 1, -0.2
5622, -0.6, 0.64, -0.16
5623, -0.6, 1, -0.2
5624, -0.44, 0.64, -0.16
5625, -0.44, 0.16, -0.08
5626, -0.36, 1, 0.2
5627, -0.6, 0.36, 0.12
5628, -0.52, 0, 0
5629, -0.12, 0.16, -0.08
5630, -0.44, 3.24, -0.36
5631, -0.52, 2.56, -0.32
5632, -0.28, 0.64, 0.16
5633, -0.36, 0, 0
5634, -0.36, 0, 0
5635, -0.6, 0.16, 0.08
5636, -0.68, 1, 0.2
5637, -0.68, 0.04, -0.04
5638, -0.52, 0.04, 0.04
5639, -0.52, 0.36, -0.12
5640, -0.52, 4, -0.4
5641, -0.44, 5.76, -0.48
5642, -0.52, 5.76, -0.48
5643, -0.44, 4.84, -0.44
5644, -0.36, 4, -0.4
5645, -0.36, 1.96, -0.28
5646, -0.44, 0.64, -0.16
5647, -0.6, 1.96, -0.28
5648, -0.44, 0.16, -0.08
5649, -0.44, 0.16, 0.08
5650, -0.52, 0.64, -0.16
5651, -0.6, 2.56, -0.32
5652, -0.68, 4, -0.4
5653, -0.28, 0.04, -0.04
5654, -0.28, 0.04, 0.04
5655, -0.44, 0.04, 0.04
5656, -0.52, 0.64, -0.16
5657, -0.6, 1.96, -0.28
5658, -0.52, 0.36, -0.12
5659, -0.44, 0, 0
5660, -0.44, 0.04, 0.04
5661, -0.44, 2.56, -0.32
5662, -0.44, 4, -0.4
5663, -0.6, 1, -0.2
5664, -0.52, 0.64, -0.16
5665, -0.68, 0.36, -0.12
5666, -0.52, 0.64, -0.16
5667, -0.6, 3.24, -0.36
5668, -0.52, 1.96, -0.28
5669, -0.6, 0.36, -0.12
5670, -0.52, 0.64, -0.16
5671, -0.2, 0.16, 0.08
5672, -0.36, 0.36, 0.12
5673, -0.68, 0.64, -0.16
5674, -0.36, 0.64, -0.16
5675, -0.28, 0.64, -0.16
5676, -0.28, 0.04, -0.04
5677, -0.52, 0.16, 0.08
5678, -0.36, 0.04, -0.04
5679, -0.28, 0.36, -0.12
5680, -0.28, 0, 0
5681, -0.36, 0.64, 0.16
5682, -0.44, 3.24, 0.36
5683, -0.52, 1, 0.2
5684, -0.44, 0, 0
5685, -0.36, 0.36, -0.12
5686, -0.44, 1.44, -0.24
5687, -0.28, 0.16, -0.08
5688, -0.44, 1.44, -0.24
5689, -0.28, 0.04, 0.04
5690, -0.68, 0.04, -0.04
5691, -0.6, 0.16, 0.08
5692, -0.6, 0.36, -0.12
5693, -0.6, 4, -0.4
5694, -0.36, 0.36, -0.12
5695, -0.36, 0.16, 0.08
5696, -0.36, 1, -0.2
5697, -0.84, 2.56, -0.32
5698, -0.44, 1.44, -0.24
5699, -0.44, 0.16, -0.08
5700, -0.52, 1.44, -0.24
5701, -0.36, 0.36, 0.12
5702, -0.6, 0.04, 0.04
5703, -0.6, 0.36, 0.12
5704, -0.44, 0.36, 0.12
5705, -0.52, 0.16, 0.08
5706, -0.44, 0, 0
5707, -0.28, 0, 0
5708, -0.44, 0.04, -0.04
5709, -0.52, 2.56, -0.32
5710, -0.6, 0.64, -0.16
5711, -0.52, 1.44, -0.24
5712, -0.44, 0.36, -0.12
5713, -0.44, 0.64, -0.16
5714, -0.52, 0.36, 0.12
5715, -0.52, 0.64, 0.16
5716, -0.6, 0, 0
5717, -0.44, 0.64, -0.16
5718, -0.28, 3.24, -0.36
5719, -0.52, 7.84, -0.56
5720, -0.44, 4, -0.4
5721, -0.52, 1.44, -0.24
5722, -0.52, 5.76, -0.48
5723, -0.6, 6.76, -0.52
5724, -0.36, 4, -0.4
5725, -0.44, 1, -0.2
5726, -0.52, 0.36, -0.12
5727, -0.44, 0.04, -0.04
5728, -0.52, 1.44, -0.24
5729, -0.6, 0.36, -0.12
5730, -0.36, 0.04, 0.04
5731, -0.36, 0.16, -0.08
5732, -0.36, 0.64, -0.16
5733, -0.44, 3.24, -0.36
5734, -0.44, 1, -0.2
5735, -0.44, 0.04, 0.04
5736, -0.6, 0.16, 0.08
5737, -0.28, 0.04, -0.04
5738, -0.28, 2.56, -0.32
5739, -0.28, 4, -0.4
5740, -0.68, 10.24, -0.64
5741, -0.68, 9, -0.6
5742, -0.52, 10.24, -0.64
5743, -0.6, 10.24, -0.64
5744, -0.6, 5.76, -0.48
5745, -0.68, 7.84, -0.56
5746, -0.68, 9, -0.6
5747, -0.44, 4.84, -0.44
5748, -0.44, 1.44, -0.24
5749, -0.44, 0.64, 0.16
5750, -0.6, 1.96, 0.28
5751, -0.52, 0.16, 0.08
5752, -0.52, 0.64, 0.16
5753, -0.2, 0, 0
5754, -0.36, 0.04, -0.04
5755, -0.52, 0, 0
5756, -0.52, 0.36, 0.12
5757, -0.36, 0.04, -0.04
5758, -0.52, 0.36, -0.12
5759, -0.68, 2.56, -0.32
5760, -0.68, 0.16, -0.08
5761, -0.68, 0.36, 0.12
5762, -0.44, 0.04, -0.04
5763, -0.36, 0.16, 0.08
5764, -0.36, 0.16, 0.08
5765, -0.28, 0.36, 0.12
5766, -0.52, 0.16, -0.08
5767, -0.52, 0, 0
5768, -0.44, 1.44, -0.24
5769, -0.68, 0.64, -0.16
5770, -0.52, 1, -0.2
5771, -0.28, 0, 0
5772, -0.44, 0.36, -0.12
5773, -0.36, 0.36, 0.12
5774, -0.44, 0, 0
5775, -0.36, 0.04, 0.04
5776, -0.52, 1, 0.2
5777, -0.52, 0.36, -0.12
5778, -0.6, 0.04, -0.04
5779, -0.6, 1.44, 0.24
5780, -0.6, 2.56, 0.32
5781, -0.68, 0.64, 0.16
5782, -0.76, 0.36, 0.12
5783, -0.44, 0.04, -0.04
5784, -0.68, 1.96, -0.28
5785, -0.6, 1.96, -0.28
5786, -0.52, 1.96, -0.28
5787, -0.36, 0.16, 0.08
5788, -0.52, 0.16, -0.08
5789, -0.6, 0.04, 0.04
5790, -0.52, 1, 0.2
5791, -0.44, 1.44, 0.24
5792, -0.6, 1, 0.2
5793, -0.36, 1, 0.2
5794, -0.6, 1.96, 0.28
5795, -0.44, 1.44, 0.24
5796, -0.52, 0.64, 0.16
5797, -0.6, 4, 0.4
5798, -0.52, 4, 0.4
5799, -0.6, 4, 0.4
5800, -0.36, 1, 0.2
5801, -0.6, 4, 0.4
5802, -0.52, 1, 0.2
5803, -0.28, 1, 0.2
5804, -0.52, 0.64, 0.16
5805, -0.52, 1.44, 0.24
5806, -0.36, 1.96, 0.28
5807, -0.36, 0.04, 0.04
5808, -0.44, 0.64, 0.16
5809, -0.52, 0.04, 0.04
5810, -0.36, 1, 0.2
5811, -0.44, 0.04, 0.04
5812, -0.6, 0.16, 0.08
5813, -0.52, 0.16, -0.08
5814, -0.2, 0.04, -0.04
5815, -0.6, 1, -0.2
5816, -0.44, 0.04, 0.04
5817, -0.52, 0.04, -0.04
5818, -0.36, 0.36, -0.12
5819, -0.44, 0.04, 0.04
5820, -0.6, 0.36, -0.12
5821, -0.52, 1.96, -0.28
5822, -0.6, 1, -0.2
5823, -0.52, 0.64, -0.16
5824, -0.68, 2.56, -0.32
5825, -0.44, 0.64, -0.16
5826, -0.36, 4.84, -0.44
5827, -0.36, 5.76, -0.48
5828, -0.52, 4, -0.4
5829, -0.6, 4, -0.4
5830, -0.52, 3.24, -0.36
5831, -0.44, 0.64, -0.16
5832, -0.52, 0.16, 0.08
5833, -0.6, 1.44, 0.24
5834, -0.52, 0.16, 0.08
5835, -0.52, 3.24, 0.36
5836, -0.6, 4.84, 0.44
5837, -0.44, 1.44, 0.24
5838, -0.44, 1.44, 0.24
5839, -0.44, 0.04, 0.04
5840, -0.36, 0, 0
5841, -0.44, 0.04, -0.04
5842, -0.28, 1, -0.2
5843, -0.6, 0.16, 0.08
5844, -0.6, 0.64, -0.16
5845, -0.52, 0.04, 0.04
5846, -0.68, 0.04, 0.04
5847, -0.44, 0.04, 0.04
5848, -0.36, 0.04, -0.04
5849, -0.52, 0.36, 0.12
5850, -0.36, 1.96, 0.28
5851, -0.52, 1.96, 0.28
5852, -0.28, 0.16, 0.08
5853, -0.44, 1, -0.2
5854, -0.28, 0.16, -0.08
5855, -0.6, 2.56, -0.32
5856, -0.6, 1.96, -0.28
5857, -0.6, 1.96, -0.28
5858, -0.36, 0.04, 0.04
5859, -0.44, 0.04, 0.04
5860, -0.52, 1.44, 0.24
5861, -0.6, 1.96, 0.28
5862, -0.44, 3.24, 0.36
5863, -0.44, 1.96, 0.28
5864, -0.28, 0.64, -0.16
5865, -0.52, 0.16, -0.08
5866, -0.6, 1.44, 0.24
5867, -0.44, 3.24, 0.36
5868, -0.28, 1.44, 0.24
5869, -0.04, 0.04, 0.04
5870, -0.52, 0, 0
5871, -0.36, 0.04, -0.04
5872, -0.44, 0.04, 0.04
5873, -0.52, 0.04, -0.04
5874, -0.44, 0.16, -0.08
5875, -0.52, 1.96, -0.28
5876, -0.36, 0.16, -0.08
5877, -0.44, 1.44, -0.24
5878, -0.68, 0.64, -0.16
5879, -0.6, 1.96, -0.28
5880, -0.52, 0.64, 0.16
5881, -0.52, 0, 0
5882, -0.6, 1, -0.2
5883, -0.6, 1.96, -0.28
5884, -0.28, 0.16, -0.08
5885, -0.28, 0, 0
5886, -0.28, 0.04, 0.04
5887, -0.36, 2.56, -0.32
5888, -0.52, 1.96, -0.28
5889, -0.28, 0.16, 0.08
5890, -0.28, 0.16, 0.08
5891, -0.12, 2.56, 0.32
5892, -0.28, 0, 0
5893, -0.52, 1.44, 0.24
5894, -0.28, 0.16, 0.08
5895, -0.28, 0.64, 0.16
5896, -0.2, 0.36, 0.12
5897, -0.6, 1, -0.2
5898, -0.44, 1.96, -0.28
5899, -0.6, 1.96, -0.28
5900, -0.28, 0.04, 0.04
5901, -0.2, 0.04, -0.04
5902, -0.2, 0.36, 0.12
5903, -0.2, 0.36, -0.12
5904, -0.44, 0.36, -0.12
5905, -0.44, 1.96, -0.28
5906, -0.52, 2.56, -0.32
5907, -0.76, 16, -0.8
5908, -0.36, 2.56, -0.32
5909, -0.6, 5.76, -0.48
5910, -0.44, 0.04, 0.04
5911, -0.44, 1.96, 0.28
5912, -0.68, 3.24, 0.36
5913, -0.36, 1.96, 0.28
5914, -0.52, 0.04, -0.04
5915, -0.52, 0.16, -0.08
5916, -0.44, 0.36, -0.12
5917, -0.36, 1, 0.2
5918, -0.6, 1.44, 0.24
5919, -0.28, 0.04, 0.04
5920, -0.36, 0.36, 0.12
5921, -0.44, 2.56, 0.32
5922, -0.36, 0.36, 0.12
5923, -0.52, 0.04, -0.04
5924, -0.52, 0.36, -0.12
5925, -0.44, 0, 0
5926, -0.36, 0.04, 0.04
5927, -0.6, 0.16, -0.08
5928, -0.44, 0.04, -0.04
5929, -0.36, 0.04, 0.04
5930, -0.36, 0.36, -0.12
5931, -0.44, 0, 0
5932, -0.44, 0.64, 0.16
5933, -0.52, 0.36, -0.12
5934, -0.36, 1, 0.2
5935, -0.6, 0.04, 0.04
5936, -0.44, 1, -0.2
5937, -0.6, 4.84, -0.44
5938, -0.6, 1.44, -0.24
5939, -0.52, 0.04, -0.04
5940, -0.6, 0.36, 0.12
5941, -0.36, 1.44, 0.24
5942, -0.44, 0.16, -0.08
5943, -0.28, 0, 0
5944, -0.36, 1, -0.2
5945, -0.2, 1, -0.2
5946, -0.36, 0.04, 0.04
5947, -0.36, 0.16, 0.08
5948, -0.52, 0.16, 0.08
5949, -0.2, 0.16, 0.08
5950, -0.28, 0.64, 0.16
5951, -0.36, 0.16, 0.08
5952, -0.44, 0.04, 0.04
5953, -0.28, 0.36, -0.12
5954, -0.44, 1, -0.2
5955, -0.44, 0.16, -0.08
5956, -0.52, 0.04, -0.04
5957, -0.68, 1, -0.2
5958, -0.44, 1.96, -0.28
5959, -0.6, 0.36, -0.12
5960, -0.6, 1.44, -0.24
5961, -0.6, 1.96, -0.28
5962, -0.6, 1, -0.2
5963, -0.52, 1.96, -0.28
5964, -0.36, 3.24, -0.36
5965, -0.44, 1.96, -0.28
5966, -0.44, 1.96, -0.28
5967, -0.6, 0, 0
5968, -0.36, 1, 0.2
5969, -0.52, 0.36, 0.12
5970, -0.28, 1.44, 0.24
5971, -0.6, 4, 0.4
5972, -0.44, 1.44, 0.24
5973, -0.6, 2.56, 0.32
5974, -0.68, 5.76, 0.48
5975, -0.36, 0.64, 0.16
5976, -0.36, 4, 0.4
5977, -0.52, 1, 0.2
5978, -0.44, 1, 0.2
5979, -0.36, 0.16, 0.08
5980, -0.6, 0.16, 0.08
5981, -0.52, 1.44, 0.24
5982, -0.6, 6.76, 0.52
5983, -0.6, 5.76, 0.48
5984, -0.44, 0.36, 0.12
5985, -0.52, 0.36, -0.12
5986, -0.44, 0.04, -0.04
5987, -0.36, 0.04, -0.04
5988, -0.2, 1, 0.2
5989, -0.44, 0.16, -0.08
5990, -0.36, 1, 0.2
5991, -0.52, 1.96, -0.28
5992, -0.68, 0.16, 0.08
5993, -0.68, 1.44, -0.24
5994, -0.44, 0.16, -0.08
5995, -0.44, 0.64, -0.16
5996, -0.68, 0.04, -0.04
5997, -0.52, 0.04, 0.04
5998, -0.52, 0.16, 0.08
5999, -0.52, 1, -0.2
6000, -0.52, 1, -0.2
6001, -0.36, 0.16, 0.08
6002, -0.6, 0.36, -0.12
6003, -0.52, 5.76, -0.48
6004, -0.6, 4.84, -0.44
6005, -0.36, 2.56, -0.32
6006, -0.28, 0.16, 0.08
6007, -0.44, 0.04, 0.04
6008, -0.52, 1, -0.2
6009, -0.52, 3.24, -0.36
6010, -0.6, 4, -0.4
6011, -0.28, 4.84, -0.44
6012, -0.36, 4.84, -0.44
6013, -0.36, 1.96, -0.28
6014, -0.28, 1, -0.2
6015, -0.52, 0.64, -0.16
6016, -0.36, 0.16, 0.08
6017, -0.68, 0.36, 0.12
6018, -0.6, 0.16, 0.08
6019, -0.52, 1.44, 0.24
6020, -0.68, 0.36, 0.12
6021, -0.52, 0.64, 0.16
6022, -0.52, 1, 0.2
6023, -0.44, 0.04, 0.04
6024, -0.6, 0.16, -0.08
6025, -0.36, 0.64, 0.16
6026, -0.36, 0.36, 0.12
6027, -0.36, 0.16, -0.08
6028, -0.36, 0, 0
6029, -0.44, 1, 0.2
6030, -0.52, 0.04, -0.04
6031, -0.52, 1.44, -0.24
6032, -0.52, 0, 0
6033, -0.52, 1.44, 0.24
6034, -0.28, 1.96, 0.28
6035, -0.44, 0.36, 0.12
6036, -0.52, 0.64, -0.16
6037, -0.52, 1.96, 0.28
6038, -0.36, 1.44, 0.24
6039, -0.44, 0.16, 0.08
6040, -0.52, 0.64, -0.16
6041, -0.44, 0.04, -0.04
6042, -0.52, 5.76, -0.48
6043, -0.6, 11.56, -0.68
6044, -0.52, 3.24, -0.36
6045, -0.44, 1.96, -0.28
6046, -0.6, 0.36, 0.12
6047, -0.44, 3.24, 0.36
6048, -0.6, 7.84, 0.56
6049, -0.52, 1.96, 0.28
6050, -0.68, 1.96, 0.28
6051, -0.6, 4.84, 0.44
6052, -0.52, 3.24, 0.36
6053, -0.6, 0.64, 0.16
6054, -0.44, 0.04, 0.04
6055, -0.76, 2.56, -0.32
6056, -0.44, 1.44, -0.24
6057, -0.28, 1.44, -0.24
6058, -0.36, 4.84, -0.44
6059, -0.36, 0.64, -0.16
6060, -0.44, 0.16, -0.08
6061, -0.52, 0.04, -0.04
6062, -0.44, 0.04, -0.04
6063, -0.44, 0.04, -0.04
6064, -0.52, 0, 0
6065, -0.6, 0.36, -0.12
6066, -0.44, 0.36, -0.12
6067, -0.36, 1.44, -0.24
6068, -0.52, 1.44, 0.24
6069, -0.6, 0.04, 0.04
6070, -0.6, 0.36, 0.12
6071, -0.68, 0.64, 0.16
6072, -0.52, 0.16, -0.08
6073, -0.52, 0.04, -0.04
6074, -0.6, 0.36, -0.12
6075, -0.6, 0.36, 0.12
6076, -0.52, 0.04, 0.04
6077, -0.44, 0.64, -0.16
6078, -0.2, 1.96, -0.28
6079, -0.52, 2.56, -0.32
6080, -0.52, 1.44, -0.24
6081, -0.52, 0.16, -0.08
6082, -0.44, 0.64, -0.16
6083, -0.44, 4, -0.4
6084, -0.52, 0.04, -0.04
6085, -0.44, 1, 0.2
6086, -0.44, 1.44, 0.24
6087, -0.6, 0.04, -0.04
6088, -0.52, 0.04, -0.04
6089, -0.68, 0.64, -0.16
6090, -0.6, 0.36, -0.12
6091, -0.52, 3.24, 0.36
6092, -0.44, 1.44, 0.24
6093, -0.44, 0.16, 0.08
6094, -0.28, 0.36, -0.12
6095, -0.52, 0.04, 0.04
6096, -0.52, 0, 0
6097, -0.2, 0.64, -0.16
6098, -0.36, 1, -0.2
6099, -0.44, 0.16, 0.08
6100, -0.28, 0.04, -0.04
6101, -0.44, 0.36, -0.12
6102, -0.6, 0.36, -0.12
6103, -0.2, 0.16, -0.08
6104, -0.44, 2.56, -0.32
6105, -0.44, 1.96, -0.28
6106, -0.36, 0.16, -0.08
6107, -0.44, 0.36, 0.12
6108, -0.52, 0.16, -0.08
6109, -0.28, 0.16, 0.08
6110, -0.44, 0.64, 0.16
6111, -0.52, 0, 0
6112, -0.6, 2.56, 0.32
6113, -0.28, 0.64, 0.16
6114, -0.36, 0, 0
6115, -0.52, 1.44, 0.24
6116, -0.2, 1.44, 0.24
6117, -0.28, 0.04, 0.04
6118, -0.28, 2.56, -0.32
6119, -0.68, 7.84, -0.56
6120, -0.6, 3.24, -0.36
6121, -0.44, 3.24, -0.36
6122, -0.52, 1.96, -0.28
6123, -0.28, 1, -0.2
6124, -0.44, 1, -0.2
6125, -0.52, 0.16, -0.08
6126, -0.52, 1.44, 0.24
6127, -0.6, 0.04, 0.04
6128, -0.44, 4, -0.4
6129, -0.6, 0.04, -0.04
6130, -0.36, 0.04, 0.04
6131, -0.44, 0, 0
6132, -0.36, 0.16, 0.08
6133, -0.44, 3.24, 0.36
6134, -0.44, 0.36, 0.12
6135, -0.44, 0.16, 0.08
6136, -0.28, 0.36, 0.12
6137, -0.6, 0.04, 0.04
6138, -0.44, 1.96, 0.28
6139, -0.52, 0.64, 0.16
6140, -0.6, 0, 0
6141, -0.44, 0.16, 0.08
6142, -0.36, 0, 0
6143, -0.44, 1, -0.2
6144, -0.6, 0.16, 0.08
6145, -0.6, 0.16, -0.08
6146, -0.44, 0.36, -0.12
6147, -0.6, 0, 0
6148, -0.44, 0.36, 0.12
6149, -0.6, 2.56, 0.32
6150, -0.44, 4, 0.4
6151, -0.6, 6.76, 0.52
6152, -0.52, 9, 0.6
6153, -0.52, 1.96, 0.28
6154, -0.44, 0.04, -0.04
6155, -0.44, 0.36, -0.12
6156, -0.6, 0.64, 0.16
6157, -0.36, 0.04, 0.04
6158, -0.6, 0.64, 0.16
6159, -0.44, 0.16, 0.08
6160, -0.52, 0.04, -0.04
6161, -0.52, 1, -0.2
6162, -0.6, 0.64, -0.16
6163, -0.52, 1, -0.2
6164, -0.52, 1.44, -0.24
6165, -0.44, 0.16, 0.08
6166, -0.44, 0.64, 0.16
6167, -0.52, 0, 0
6168, -0.44, 0.36, -0.12
6169, -0.52, 0.16, 0.08
6170, -0.36, 0.16, -0.08
6171, -0.52, 1, -0.2
6172, -0.52, 4.84, -0.44
6173, -0.68, 6.76, -0.52
6174, -0.6, 4.84, -0.44
6175, -0.6, 6.76, -0.52
6176, -0.52, 2.56, -0.32
6177, -0.44, 0.16, 0.08
6178, -0.36, 0.04, -0.04
6179, -0.52, 1.44, 0.24
6180, -0.36, 1.96, 0.28
6181, -0.44, 0.64, 0.16
6182, -0.6, 0.16, -0.08
6183, -0.6, 1, -0.2
6184, -0.6, 0, 0
6185, -0.6, 0.04, 0.04
6186, -0.44, 0.16, -0.08
6187, -0.44, 0.16, -0.08
6188, -0.36, 0, 0
6189, -0.44, 0, 0
6190, -0.52, 0.36, 0.12
6191, -0.44, 0.64, 0.16
6192, -0.44, 0.36, -0.12
6193, -0.44, 0.64, -0.16
6194, -0.6, 0.64, -0.16
6195, -0.36, 0.64, 0.16
6196, -0.36, 0.04, -0.04
6197, -0.6, 0.16, -0.08
6198, -0.36, 2.56, 0.32
6199, -0.36, 1, 0.2
6200, -0.28, 0, 0
6201, -0.36, 1.96, 0.28
6202, -0.2, 0.16, 0.08
6203, -0.52, 0, 0
6204, -0.52, 1, -0.2
6205, -0.52, 0.64, -0.16
6206, -0.36, 0.04, 0.04
6207, 0.04, 0.36, 0.12
6208, -0.44, 0.16, -0.08
6209, -0.52, 0.64, 0.16
6210, -0.44, 0.04, 0.04
6211, -0.36, 1.96, 0.28
6212, -0.52, 1, 0.2
6213, -0.52, 0, 0
6214, -0.6, 3.24, -0.36
6215, -0.6, 2.56, -0.32
6216, -0.36, 0.64, 0.16
6217, -0.6, 3.24, 0.36
6218, -0.44, 2.56, 0.32
6219, -0.6, 4.84, 0.44
6220, -0.52, 5.76, 0.48
6221, -0.36, 5.76, 0.48
6222, -0.36, 4.84, -0.44
6223, -0.44, 0.36, -0.12
6224, -0.52, 1.44, -0.24
6225, -0.2, 0.16, -0.08
6226, -0.44, 3.24, -0.36
6227, -0.44, 2.56, -0.32
6228, -0.44, 3.24, -0.36
6229, -0.52, 4, -0.4
6230, -0.28, 0.64, -0.16
6231, -0.36, 0.36, -0.12
6232, -0.36, 0.04, -0.04
6233, -0.36, 0.16, 0.08
6234, -0.44, 0.64, -0.16
6235, -0.36, 1, -0.2
6236, -0.44, 0.04, -0.04
6237, -0.36, 0.04, 0.04
6238, -0.28, 0.36, 0.12
6239, -0.28, 0.64, -0.16
6240, -0.52, 0, 0
6241, -0.52, 0, 0
6242, -0.6, 0.04, 0.04
6243, -0.52, 0.64, -0.16
6244, -0.36, 0.04, -0.04
6245, -0.52, 1.96, 0.28
6246, -0.44, 0.16, 0.08
6247, -0.6, 0.36, 0.12
6248, -0.52, 0.16, -0.08
6249, -0.36, 0.04, 0.04
6250, -0.28, 0.64, 0.16
6251, -0.44, 1.44, -0.24
6252, -0.44, 3.24, -0.36
6253, -0.44, 1.44, -0.24
6254, -0.52, 2.56, -0.32
6255, -0.52, 5.76, -0.48
6256, -0.6, 3.24, -0.36
6257, -0.28, 1, -0.2
6258, -0.12, 1.44, -0.24
6259, -0.36, 0.36, -0.12
6260, -0.12, 0.04, -0.04
6261, -0.28, 0, 0
6262, -0.52, 0.16, 0.08
6263, -0.52, 1, -0.2
6264, -0.44, 0.36, -0.12
6265, -0.36, 1, 0.2
6266, -0.44, 0, 0
6267, -0.2, 0.64, 0.16
6268, -0.36, 0.64, 0.16
6269, -0.52, 0.36, -0.12
