M, u(M), chi(M), m(M)
7334, -0.44, 1, 0.2
7335, -0.44, 0.36, 0.12
7336, -0.68, 0.04, 0.04
7337, -0.52, 0.16, -0.08
7338, -0.6, 0.64, -0.16
7339, -0.68, 1.96, -0.28
7340, -0.52, 2.56, -0.32
7341, -0.68, 3.24, -0.36
7342, -0.36, 2.56, -0.32
7343, -0.52, 0.04, -0.04
7344, -0.04, 0.16, 0.08
7345, -0.44, 0.16, 0.08
7346, -0.28, 0.36, 0.12
7347, -0.6, 0.36, 0.12
7348, -0.52, 0.04, -0.04
7349, -0.36, 0.04, 0.04
7350, -0.28, 0.04, 0.04
7351, -0.52, 0.04, -0.04
7352, -0.36, 0.16, -0.08
7353, -0.6, 1.96, -0.28
7354, -0.44, 0, 0
7355, -0.6, 0.16, -0.08
7356, -0.52, 0.04, -0.04
7357, -0.28, 0.16, 0.08
7358, -0.28, 0.16, 0.08
7359, -0.44, 0, 0
7360, -0.6, 3.24, 0.36
7361, -0.68, 2.56, 0.32
7362, -0.6, 0.64, 0.16
7363, -0.6, 0.04, 0.04
7364, -0.68, 1, -0.2
7365, -0.6, 0.36, 0.12
7366, -0.52, 1, 0.2
7367, -0.52, 0.64, 0.16
7368, -0.36, 0.36, 0.12
7369, -0.6, 1.44, 0.24
7370, -0.28, 3.24, 0.36
7371, -0.28, 1.96, 0.28
7372, -0.52, 1.44, 0.24
7373, -0.52, 0.16, 0.08
7374, -0.6, 0.36, 0.12
7375, -0.44, 0.16, 0.08
7376, -0.44, 1, 0.2
7377, -0.52, 1.44, 0.24
7378, -0.36, 0.16, 0.08
7379, -0.36, 0.04, 0.04
7380, -0.6, 0.04, 0.04
7381, -0.36, 0.16, 0.08
7382, -0.36, 1.44, 0.24
7383, -0.6, 0, 0
7384, -0.6, 0.16, 0.08
7385, -0.68, 0.64, 0.16
7386, -0.44, 1, 0.2
7387, -0.6, 1.96, 0.28
7388, -0.36, 0.16, 0.08
7389, -0.44, 0.16, 0.08
7390, -0.44, 0.16, 0.08
7391, -0.44, 0.64, 0.16
7392, -0.36, 0.36, -0.12
7393, -0.44, 0.36, -0.12
7394, -0.6, 0.04, 0.04
7395, -0.68, 0.16, 0.08
7396, -0.6, 0.36, -0.12
7397, -0.36, 1.44, -0.24
7398, -0.44, 1.96, -0.28
7399, -0.36, 0.36, -0.12
7400, -0.44, 1, -0.2
7401, -0.36, 0.64, 0.16
7402, -0.52, 0.04, 0.04
7403, -0.44, 0.04, 0.04
7404, -0.36, 0.36, -0.12
7405, -0.6, 1, -0.2
7406, -0.44, 0.64, 0.16
7407, -0.28, 0.04, 0.04
7408, -0.36, 0, 0
7409, -0.28, 0.36, -0.12
7410, -0.44, 0.16, -0.08
7411, -0.12, 1, 0.2
7412, -0.36, 0.16, -0.08
7413, -0.44, 0, 0
7414, -0.6, 0.36, 0.12
7415, -0.52, 4, 0.4
7416, -0.44, 1.96, 0.28
7417, -0.36, 0.16, 0.08
7418, -0.52, 4, 0.4
7419, -0.44, 3.24, 0.36
7420, -0.52, 7.84, 0.56
7421, -0.6, 3.24, 0.36
7422, -0.36, 0.36, 0.12
7423, -0.52, 0, 0
7424, -0.6, 0.16, -0.08
7425, -0.36, 0.04, 0.04
7426, -0.52, 0.16, 0.08
7427, -0.44, 0.16, -0.08
7428, -0.44, 0.04, 0.04
7429, -0.6, 0.36, -0.12
7430, -0.52, 0.16, -0.08
7431, -0.36, 0.04, 0.04
7432, -0.44, 0.64, 0.16
7433, -0.52, 1.44, 0.24
7434, -0.44, 0.16, 0.08
7435, -0.52, 0, 0
7436, -0.44, 0, 0
7437, -0.12, 0.16, -0.08
7438, -0.52, 0.36, 0.12
7439, -0.44, 1.96, 0.28
7440, -0.44, 0.64, 0.16
7441, -0.44, 2.56, 0.32
7442, -0.6, 1.44, 0.24
7443, -0.52, 1.96, 0.28
7444, -0.44, 0.36, 0.12
7445, -0.28, 0.16, 0.08
7446, -0.44, 0.04, 0.04
7447, -0.68, 0, 0
7448, -0.6, 0.04, -0.04
7449, -0.52, 0.16, 0.08
7450, -0.36, 0, 0
7451, -0.52, 1.44, -0.24
7452, -0.6, 1.44, -0.24
7453, -0.6, 0.64, -0.16
7454, -0.44, 2.56, 0.32
7455, -0.44, 1.96, 0.28
7456, -0.6, 0.36, 0.12
7457, -0.44, 1, 0.2
7458, -0.6, 0.64, 0.16
7459, -0.52, 0.64, 0.16
7460, -0.68, 3.24, 0.36
7461, -0.44, 0.64, 0.16
7462, -0.52, 0.04, 0.04
7463, -0.52, 0.04, 0.04
7464, -0.52, 0.64, 0.16
7465, -0.6, 0, 0
7466, -0.36, 0, 0
7467, -0.44, 0.04, -0.04
7468, -0.44, 0.36, -0.12
7469, -0.44, 0.64, 0.16
7470, -0.44, 0.16, 0.08
7471, -0.44, 0.36, 0.12
7472, -0.52, 2.56, 0.32
7473, -0.44, 0.64, 0.16
7474, -0.2, 1.44, 0.24
7475, -0.52, 1.96, -0.28
7476, -0.36, 0.04, -0.04
7477, -0.36, 0.36, 0.12
7478, -0.44, 0.16, 0.08
7479, -0.52, 0.64, 0.16
7480, -0.6, 0.64, 0.16
7481, -0.36, 0.36, 0.12
7482, -0.28, 0.16, 0.08
7483, -0.52, 1, 0.2
7484, -0.36, 1, 0.2
7485, -0.28, 0.64, 0.16
7486, -0.2, 0.64, -0.16
7487, -0.52, 0.36, -0.12
7488, -0.36, 0.04, 0.04
7489, -0.44, 0.64, -0.16
7490, -0.44, 0.36, -0.12
7491, -0.44, 0.04, -0.04
7492, -0.52, 0, 0
7493, -0.6, 0.16, -0.08
7494, -0.44, 0.64, -0.16
7495, -0.52, 1, 0.2
7496, -0.68, 5.76, 0.48
7497, -0.52, 1.96, 0.28
7498, -0.6, 4.84, 0.44
7499, -0.68, 4.84, 0.44
7500, -0.6, 6.76, 0.52
7501, -0.36, 1.44, 0.24
7502, -0.44, 0.04, 0.04
7503, -0.36, 0.16, 0.08
7504, -0.36, 1.44, 0.24
7505, -0.52, 4.84, 0.44
7506, -0.52, 4, 0.4
7507, -0.6, 1.96, 0.28
7508, -0.52, 0.16, 0.08
7509, -0.52, 0.36, 0.12
7510, -0.44, 0.16, 0.08
7511, -0.44, 0.04, -0.04
7512, -0.36, 0.64, 0.16
7513, -0.52, 1.96, 0.28
7514, -0.28, 0.04, 0.04
7515, -0.12, 0.16, 0.08
7516, -0.44, 0.64, 0.16
7517, -0.28, 0.04, 0.04
7518, -0.52, 0.16, 0.08
7519, -0.36, 0.36, -0.12
7520, -0.28, 0.04, 0.04
7521, -0.36, 0.64, -0.16
7522, -0.6, 1.96, -0.28
7523, -0.28, 0.04, -0.04
7524, -0.52, 1.96, 0.28
7525, -0.36, 3.24, 0.36
7526, -0.28, 0.36, 0.12
7527, -0.2, 1, 0.2
7528, -0.28, 0.36, 0.12
7529, -0.28, 0.04, 0.04
7530, -0.68, 1, 0.2
7531, -0.52, 0, 0
7532, -0.68, 2.56, -0.32
7533, -0.52, 5.76, -0.48
7534, -0.6, 3.24, -0.36
7535, -0.76, 1, -0.2
7536, -0.28, 0.36, -0.12
7537, -0.44, 0.16, 0.08
7538, -0.68, 0.04, -0.04
7539, -0.52, 0.04, 0.04
7540, -0.44, 1.44, 0.24
7541, -0.6, 3.24, 0.36
7542, -0.68, 6.76, 0.52
7543, -0.44, 4, 0.4
7544, -0.44, 1.96, 0.28
7545, -0.68, 4, 0.4
7546, -0.6, 4.84, 0.44
7547, -0.68, 2.56, 0.32
7548, -0.44, 0.36, 0.12
7549, -0.36, 0.64, 0.16
7550, -0.36, 2.56, 0.32
7551, -0.36, 4, 0.4
7552, -0.44, 1.96, 0.28
7553, -0.44, 1, 0.2
7554, -0.28, 0.64, 0.16
7555, -0.36, 1, 0.2
7556, -0.44, 0.36, 0.12
7557, -0.28, 1.96, 0.28
7558, -0.28, 0.16, -0.08
7559, -0.28, 0.64, 0.16
7560, -0.44, 1.96, 0.28
7561, -0.2, 1, 0.2
7562, -0.44, 2.56, 0.32
7563, -0.52, 4, 0.4
7564, -0.52, 3.24, 0.36
7565, -0.6, 4.84, 0.44
7566, -0.52, 4, 0.4
7567, -0.52, 7.84, 0.56
7568, -0.44, 1.96, 0.28
7569, -0.44, 0, 0
7570, -0.52, 1, -0.2
7571, -0.6, 0.04, 0.04
7572, -0.44, 0.16, 0.08
7573, -0.6, 0.16, -0.08
7574, -0.52, 0.16, -0.08
7575, -0.36, 0.36, -0.12
7576, -0.28, 0.36, -0.12
7577, -0.44, 1.96, -0.28
7578, -0.6, 0.16, -0.08
7579, -0.68, 0.16, -0.08
7580, -0.52, 0, 0
7581, -0.44, 0.36, 0.12
7582, -0.2, 0.04, -0.04
7583, -0.36, 0.36, 0.12
7584, -0.52, 1.44, 0.24
7585, -0.52, 4, 0.4
7586, -0.44, 3.24, 0.36
7587, -0.6, 1.96, 0.28
7588, -0.36, 5.76, 0.48
7589, -0.44, 1.96, 0.28
7590, -0.36, 0.36, 0.12
7591, -0.52, 0, 0
7592, -0.44, 0.36, 0.12
7593, -0.52, 3.24, 0.36
7594, -0.76, 2.56, 0.32
7595, -0.6, 0.64, 0.16
7596, -0.44, 0.16, 0.08
7597, -0.52, 0.04, -0.04
7598, -0.6, 0.16, -0.08
7599, -0.68, 0.36, -0.12
7600, -0.52, 0.36, -0.12
7601, -0.68, 1.44, -0.24
7602, -0.52, 1.96, -0.28
7603, -0.44, 1.44, -0.24
7604, -0.28, 2.56, -0.32
7605, -0.44, 0.64, -0.16
7606, -0.6, 0.16, -0.08
7607, -0.52, 0.36, -0.12
7608, -0.44, 2.56, -0.32
7609, -0.44, 0.64, -0.16
7610, -0.52, 0.64, -0.16
7611, -0.52, 0.04, -0.04
7612, -0.6, 0.36, 0.12
7613, -0.6, 1, 0.2
7614, -0.44, 0.04, 0.04
7615, -0.12, 0.16, 0.08
7616, -0.2, 0.64, 0.16
7617, -0.12, 0.04, -0.04
7618, -0.36, 0.36, -0.12
7619, -0.28, 0.16, -0.08
7620, -0.28, 1.44, -0.24
7621, -0.28, 1, -0.2
7622, -0.28, 1, -0.2
7623, -0.6, 0.64, -0.16
7624, -0.52, 1.96, -0.28
7625, -0.68, 4, -0.4
7626, -0.44, 1.44, -0.24
7627, -0.52, 1, -0.2
7628, -0.68, 4.84, -0.44
7629, -0.52, 1.44, -0.24
7630, -0.52, 0.16, 0.08
7631, -0.68, 0, 0
7632, -0.52, 1.44, -0.24
7633, -0.44, 0.04, 0.04
7634, -0.52, 0.04, -0.04
7635, -0.44, 0, 0
7636, -0.36, 0.36, -0.12
7637, -0.44, 1.44, -0.24
7638, -0.2, 0.16, -0.08
7639, -0.6, 1.44, -0.24
7640, -0.52, 1.44, -0.24
7641, -0.36, 0.16, -0.08
7642, -0.28, 1.44, -0.24
7643, -0.36, 0.64, -0.16
7644, -0.6, 1.96, -0.28
7645, -0.36, 0, 0
7646, -0.36, 0.64, 0.16
7647, -0.44, 0.04, 0.04
7648, -0.28, 0.36, 0.12
7649, -0.2, 0.16, 0.08
7650, -0.36, 1.44, -0.24
7651, -0.28, 0.36, -0.12
7652, -0.68, 0.64, -0.16
7653, -0.52, 0.04, -0.04
7654, -0.76, 0.04, 0.04
7655, -0.44, 0.04, 0.04
7656, -0.52, 0.04, 0.04
7657, -0.52, 0.16, -0.08
7658, -0.28, 1, 0.2
7659, -0.36, 0.64, 0.16
7660, -0.44, 0.64, -0.16
7661, -0.44, 0.16, -0.08
7662, -0.36, 1.44, -0.24
7663, -0.44, 0.16, 0.08
7664, -0.6, 0.36, 0.12
7665, -0.52, 0.16, -0.08
7666, -0.36, 0.16, 0.08
7667, -0.28, 1, 0.2
7668, -0.68, 1.96, 0.28
7669, -0.28, 0.36, 0.12
7670, -0.2, 0.36, 0.12
7671, -0.36, 1.44, 0.24
7672, -0.36, 1.96, 0.28
7673, -0.28, 0.36, 0.12
7674, -0.28, 0.16, 0.08
7675, -0.52, 2.56, 0.32
7676, -0.52, 1.96, 0.28
7677, -0.6, 1.96, 0.28
7678, -0.6, 0.36, 0.12
7679, -0.36, 0.64, 0.16
7680, -0.44, 1.96, 0.28
7681, -0.36, 1.44, 0.24
7682, -0.44, 1, 0.2
7683, -0.44, 0.04, 0.04
7684, -0.44, 0.04, 0.04
7685, -0.44, 0.36, 0.12
7686, -0.44, 1, 0.2
7687, -0.28, 0.64, 0.16
7688, -0.44, 1, 0.2
7689, -0.36, 0.36, 0.12
7690, -0.44, 0.16, -0.08
7691, -0.28, 0.16, -0.08
7692, -0.6, 0.04, 0.04
7693, -0.36, 0, 0
7694, -0.6, 0.04, 0.04
7695, -0.52, 0, 0
7696, -0.52, 0, 0
7697, -0.6, 1.96, -0.28
7698, -0.36, 0.16, -0.08
7699, -0.28, 0.04, 0.04
7700, -0.28, 0.04, -0.04
7701, -0.28, 0.04, 0.04
7702, -0.44, 0.04, -0.04
7703, -0.44, 0.16, 0.08
7704, -0.44, 0, 0
7705, -0.44, 0.36, 0.12
7706, -0.28, 0.04, -0.04
7707, -0.44, 1.96, 0.28
7708, -0.44, 0.36, 0.12
7709, -0.36, 0.64, 0.16
7710, -0.44, 0.16, -0.08
7711, -0.52, 1.44, 0.24
7712, -0.6, 0.64, 0.16
7713, -0.52, 0, 0
7714, -0.6, 0.04, -0.04
7715, -0.52, 0.16, 0.08
7716, -0.52, 0.64, 0.16
7717, -0.6, 2.56, 0.32
7718, -0.6, 1.96, 0.28
7719, -0.52, 1, 0.2
7720, -0.36, 1, 0.2
7721, -0.52, 1, 0.2
7722, -0.36, 1.44, 0.24
7723, -0.44, 0.16, 0.08
7724, -0.28, 0.04, 0.04
7725, -0.44, 0.36, -0.12
7726, -0.2, 0.36, -0.12
7727, -0.44, 0.64, -0.16
7728, -0.52, 0.64, -0.16
7729, -0.28, 0, 0
7730, -0.28, 0.64, -0.16
7731, -0.36, 1.44, -0.24
7732, -0.12, 2.56, -0.32
7733, -0.44, 2.56, -0.32
7734, -0.52, 2.56, -0.32
7735, -0.52, 1.44, -0.24
7736, -0.44, 1.44, -0.24
7737, -0.44, 0.04, -0.04
7738, -0.52, 0.16, -0.08
7739, -0.36, 0.36, -0.12
7740, -0.52, 1.44, -0.24
7741, -0.52, 4.84, -0.44
7742, -0.52, 6.76, -0.52
7743, -0.6, 7.84, -0.56
7744, -0.44, 1, -0.2
7745, -0.6, 0.36, 0.12
7746, -0.68, 1.96, 0.28
7747, -0.6, 4, 0.4
7748, -0.6, 3.24, 0.36
7749, -0.68, 4, 0.4
7750, -0.6, 4.84, 0.44
7751, -0.52, 1.96, 0.28
7752, -0.36, 1, 0.2
7753, -0.52, 0.36, 0.12
7754, -0.44, 4.84, 0.44
7755, -0.36, 3.24, 0.36
7756, -0.44, 0.04, 0.04
7757, -0.2, 0.16, 0.08
7758, -0.52, 0.36, -0.12
7759, -0.44, 0.36, 0.12
7760, -0.52, 3.24, 0.36
7761, -0.36, 5.76, 0.48
7762, -0.36, 6.76, 0.52
7763, -0.44, 6.76, 0.52
7764, -0.68, 2.56, 0.32
7765, -0.52, 0, 0
7766, -0.36, 0.36, 0.12
7767, -0.44, 0.16, 0.08
7768, -0.44, 0, 0
7769, -0.44, 0.16, -0.08
7770, -0.44, 1.44, -0.24
7771, -0.44, 1.96, -0.28
7772, -0.52, 1, -0.2
7773, -0.44, 0.16, -0.08
7774, -0.6, 0.16, -0.08
7775, -0.6, 1, -0.2
7776, -0.6, 2.56, -0.32
7777, -0.44, 1.44, -0.24
7778, -0.52, 2.56, -0.32
7779, -0.44, 1.96, -0.28
7780, -0.44, 0.16, -0.08
7781, -0.36, 0.16, -0.08
7782, -0.44, 0.16, -0.08
7783, -0.44, 0, 0
7784, -0.36, 0.04, -0.04
7785, -0.28, 0.04, -0.04
7786, -0.44, 2.56, -0.32
7787, -0.6, 4, -0.4
7788, -0.44, 0.36, -0.12
7789, -0.36, 1, -0.2
7790, -0.68, 1, -0.2
7791, -0.52, 0.16, -0.08
7792, -0.52, 0, 0
7793, -0.44, 0.04, -0.04
7794, -0.36, 0.36, 0.12
7795, -0.68, 2.56, 0.32
7796, -0.52, 2.56, 0.32
7797, -0.52, 1.96, 0.28
7798, -0.52, 1, 0.2
7799, -0.44, 0.64, 0.16
7800, -0.36, 0.64, 0.16
7801, -0.52, 0, 0
7802, -0.68, 0.04, -0.04
7803, -0.6, 0.04, 0.04
7804, -0.52, 1.96, 0.28
7805, -0.44, 1, 0.2
7806, -0.44, 1, 0.2
7807, -0.44, 0.64, 0.16
7808, -0.52, 0.64, 0.16
7809, -0.6, 3.24, 0.36
7810, -0.52, 1, 0.2
7811, -0.36, 0.64, 0.16
7812, -0.44, 1.96, 0.28
7813, -0.52, 0.64, 0.16
7814, -0.44, 0.04, -0.04
7815, -0.44, 1.44, -0.24
7816, -0.52, 0.16, -0.08
7817, -0.36, 0.16, 0.08
7818, -0.6, 0.64, 0.16
7819, -0.68, 0.64, 0.16
7820, -0.44, 1.44, 0.24
7821, -0.6, 0.64, 0.16
7822, -0.52, 0.64, 0.16
7823, -0.2, 0.16, 0.08
7824, -0.2, 0.64, 0.16
7825, -0.44, 1.96, 0.28
7826, -0.44, 2.56, 0.32
7827, -0.36, 3.24, 0.36
7828, -0.52, 4.84, 0.44
7829, -0.36, 1.96, 0.28
7830, -0.44, 5.76, 0.48
7831, -0.6, 6.76, 0.52
7832, -0.6, 5.76, 0.48
7833, -0.6, 2.56, 0.32
7834, -0.6, 4.84, 0.44
7835, -0.68, 7.84, 0.56
7836, -0.6, 11.56, 0.68
7837, -0.68, 10.24, 0.64
7838, -0.52, 10.24, 0.64
7839, -0.76, 12.96, 0.72
7840, -0.68, 11.56, 0.68
7841, -0.52, 9, 0.6
7842, -0.44, 1.96, 0.28
7843, -0.6, 0.16, 0.08
7844, -0.44, 4, 0.4
7845, -0.52, 1.44, 0.24
7846, -0.44, 0.64, 0.16
7847, -0.36, 0.36, 0.12
7848, -0.28, 1, 0.2
7849, -0.44, 2.56, 0.32
7850, -0.52, 1.96, 0.28
7851, -0.6, 0.16, 0.08
7852, -0.52, 1.96, 0.28
7853, -0.52, 3.24, 0.36
7854, -0.44, 1, 0.2
7855, -0.52, 2.56, 0.32
7856, -0.36, 2.56, 0.32
7857, -0.6, 1.44, 0.24
7858, -0.6, 0.36, 0.12
7859, -0.6, 1.96, 0.28
7860, -0.52, 3.24, 0.36
7861, -0.28, 0, 0
7862, -0.52, 0.04, 0.04
7863, -0.44, 0.16, 0.08
7864, -0.52, 0.36, 0.12
7865, -0.44, 0.04, 0.04
7866, -0.6, 0.04, 0.04
7867, -0.68, 0.36, -0.12
7868, -0.52, 0.04, -0.04
7869, -0.52, 1, -0.2
7870, -0.36, 0.64, -0.16
7871, -0.36, 0.16, -0.08
7872, -0.28, 0, 0
7873, -0.52, 0.64, 0.16
7874, -0.52, 3.24, 0.36
7875, -0.28, 1, 0.2
7876, -0.44, 0.64, 0.16
7877, -0.52, 0.04, -0.04
7878, -0.6, 0.64, -0.16
7879, -0.6, 0.64, -0.16
7880, -0.76, 1, -0.2
7881, -0.68, 0.64, -0.16
7882, -0.44, 0, 0
7883, -0.52, 0.36, -0.12
7884, -0.52, 0.16, 0.08
7885, -0.6, 1, 0.2
7886, -0.28, 0.36, 0.12
7887, -0.2, 0.64, -0.16
7888, -0.36, 0.64, -0.16
7889, -0.52, 0.36, -0.12
7890, -0.6, 0.64, -0.16
7891, -0.52, 0.04, -0.04
7892, -0.36, 0.16, -0.08
7893, -0.6, 0.04, 0.04
7894, -0.6, 0.04, -0.04
7895, -0.44, 0, 0
7896, -0.44, 0.04, -0.04
7897, -0.6, 0, 0
7898, -0.44, 0.04, -0.04
7899, -0.6, 1.96, 0.28
7900, -0.52, 1, 0.2
7901, -0.6, 0.04, 0.04
7902, -0.44, 0.36, 0.12
7903, -0.36, 1.44, 0.24
7904, -0.52, 0.16, 0.08
7905, -0.36, 0.64, 0.16
7906, -0.52, 4.84, 0.44
7907, -0.6, 2.56, 0.32
7908, -0.44, 4.84, 0.44
7909, -0.44, 2.56, 0.32
7910, -0.6, 0, 0
7911, -0.68, 0.36, 0.12
7912, -0.52, 0.04, 0.04
7913, -0.36, 1.44, -0.24
7914, -0.36, 0.36, -0.12
7915, -0.68, 5.76, -0.48
7916, -0.68, 5.76, -0.48
7917, -0.28, 2.56, -0.32
7918, -0.44, 0.16, 0.08
7919, -0.44, 0.64, 0.16
7920, -0.36, 0.16, 0.08
7921, -0.44, 1.44, -0.24
7922, -0.6, 1, -0.2
7923, -0.44, 1.44, -0.24
7924, -0.44, 0.04, -0.04
7925, -0.28, 1, 0.2
7926, -0.6, 2.56, 0.32
7927, -0.52, 1, 0.2
7928, -0.52, 1.96, 0.28
7929, -0.36, 2.56, 0.32
7930, -0.2, 0.16, 0.08
7931, -0.36, 0.16, 0.08
7932, -0.36, 0.36, 0.12
7933, -0.52, 0.64, 0.16
7934, -0.52, 1, 0.2
7935, -0.44, 0.16, 0.08
7936, -0.6, 0.04, 0.04
7937, -0.52, 0.04, -0.04
7938, -0.52, 0.04, -0.04
7939, -0.6, 0.04, -0.04
7940, -0.44, 0.16, 0.08
7941, -0.36, 1, -0.2
7942, -0.6, 1.96, -0.28
7943, -0.52, 1.96, -0.28
7944, -0.44, 2.56, -0.32
7945, -0.36, 0.64, -0.16
7946, -0.36, 3.24, -0.36
7947, -0.52, 6.76, -0.52
7948, -0.28, 2.56, -0.32
7949, -0.28, 1.44, -0.24
7950, -0.36, 0.64, -0.16
7951, -0.28, 0.04, -0.04
7952, -0.36, 1, -0.2
7953, -0.2, 0.16, -0.08
7954, -0.36, 0.64, 0.16
7955, -0.04, 0.36, -0.12
7956, -0.36, 0.36, 0.12
7957, -0.52, 1, 0.2
7958, -0.52, 4, 0.4
7959, -0.36, 5.76, 0.48
7960, -0.52, 4, 0.4
7961, -0.44, 4.84, 0.44
7962, -0.44, 3.24, 0.36
7963, -0.6, 2.56, 0.32
7964, -0.6, 0.04, -0.04
7965, -0.44, 0.04, 0.04
7966, -0.6, 0, 0
7967, -0.52, 0.64, -0.16
7968, -0.52, 1.44, -0.24
7969, -0.44, 1, -0.2
7970, -0.28, 0, 0
7971, -0.36, 0.64, 0.16
7972, -0.44, 1, 0.2
7973, -0.2, 0.16, -0.08
7974, -0.12, 0.04, 0.04
7975, -0.36, 0.04, -0.04
7976, -0.44, 0.36, 0.12
7977, -0.44, 0.04, 0.04
7978, -0.2, 1.44, 0.24
7979, -0.28, 0, 0
7980, -0.6, 0, 0
7981, -0.28, 0.04, 0.04
7982, -0.28, 0, 0
7983, -0.36, 0.36, 0.12
7984, -0.36, 0.64, -0.16
7985, -0.6, 1, -0.2
7986, -0.52, 1.44, -0.24
7987, -0.6, 2.56, -0.32
7988, -0.44, 2.56, -0.32
7989, -0.28, 0.64, -0.16
7990, -0.28, 0.64, -0.16
7991, -0.52, 1, -0.2
7992, -0.6, 0.64, 0.16
7993, -0.68, 0.04, 0.04
7994, -0.52, 1, 0.2
7995, -0.68, 0.64, 0.16
7996, -0.6, 0.64, 0.16
7997, -0.68, 0.16, 0.08
7998, -0.52, 0.36, 0.12
7999, -0.52, 0.64, 0.16
8000, -0.44, 0.16, 0.08
8001, -0.52, 1.96, 0.28
8002, -0.36, 1.96, 0.28
8003, -0.44, 4, 0.4
8004, -0.6, 1.96, 0.28
8005, -0.28, 0.16, 0.08
8006, -0.36, 0.64, 0.16
8007, -0.52, 0.64, 0.16
8008, -0.28, 0.04, 0.04
8009, -0.52, 0.16, 0.08
8010, -0.52, 1.44, -0.24
8011, -0.36, 0.64, -0.16
8012, -0.52, 0.64, -0.16
8013, -0.36, 0.16, -0.08
8014, -0.44, 0.64, -0.16
8015, -0.44, 0, 0
8016, -0.44, 0.64, 0.16
8017, -0.2, 0.64, 0.16
8018, -0.6, 0.36, 0.12
8019, -0.68, 0.04, 0.04
8020, -0.6, 0.04, -0.04
8021, -0.52, 0.16, 0.08
8022, -0.44, 1, 0.2
8023, -0.36, 0.16, 0.08
8024, -0.28, 0.04, 0.04
8025, -0.28, 0.04, 0.04
8026, -0.44, 0, 0
8027, -0.52, 1.96, 0.28
8028, -0.52, 0.16, 0.08
8029, -0.52, 0.16, 0.08
8030, -0.52, 0.64, -0.16
8031, -0.52, 0.36, 0.12
8032, -0.44, 0.64, 0.16
8033, -0.52, 0.04, 0.04
8034, -0.36, 0.04, -0.04
8035, -0.28, 2.56, 0.32
8036, -0.52, 1.96, 0.28
8037, -0.52, 1.96, 0.28
8038, -0.52, 0.64, 0.16
8039, -0.44, 1.96, 0.28
8040, -0.52, 0.36, 0.12
8041, -0.28, 3.24, 0.36
8042, -0.52, 4, 0.4
8043, -0.52, 3.24, 0.36
8044, -0.36, 0.64, 0.16
8045, -0.44, 1, 0.2
8046, -0.44, 1.96, 0.28
8047, -0.52, 0.64, -0.16
8048, -0.68, 0.36, 0.12
8049, -0.36, 0.16, 0.08
8050, -0.2, 0.36, -0.12
8051, -0.6, 1, -0.2
8052, -0.6, 1.96, -0.28
8053, -0.52, 0.16, 0.08
8054, -0.52, 0.64, -0.16
8055, -0.52, 0.04, 0.04
8056, -0.44, 0.04, -0.04
8057, -0.36, 0.16, -0.08
8058, -0.44, 1, -0.2
8059, -0.28, 0, 0
8060, -0.2, 0.04, -0.04
8061, -0.36, 2.56, -0.32
8062, -0.52, 0.16, 0.08
8063, -0.44, 0.04, 0.04
8064, -0.28, 0.04, -0.04
8065, -0.44, 0.04, 0.04
8066, -0.52, 0.16, -0.08
8067, -0.36, 0, 0
8068, -0.44, 0.04, -0.04
8069, -0.76, 0.04, 0.04
8070, -0.52, 1.44, 0.24
8071, -0.44, 0.16, 0.08
8072, -0.44, 0.64, 0.16
8073, -0.44, 0.64, 0.16
8074, -0.6, 4, 0.4
8075, -0.52, 1.44, 0.24
8076, -0.6, 0.16, 0.08
8077, -0.52, 0, 0
8078, -0.44, 0.64, 0.16
8079, -0.28, 0.36, 0.12
8080, -0.52, 0, 0
8081, -0.36, 0.36, -0.12
8082, -0.52, 1, 0.2
8083, -0.36, 2.56, 0.32
8084, -0.6, 0.04, 0.04
8085, -0.28, 0.16, 0.08
8086, -0.68, 0.04, -0.04
8087, -0.68, 1.44, -0.24
8088, -0.6, 0.04, -0.04
8089, -0.68, 0.64, -0.16
8090, -0.68, 0.04, -0.04
8091, -0.6, 0.64, 0.16
8092, -0.52, 0.04, -0.04
8093, -0.76, 0.16, 0.08
8094, -0.36, 0.64, 0.16
8095, -0.36, 0.16, 0.08
8096, -0.44, 0.04, -0.04
8097, -0.44, 0.64, 0.16
8098, -0.52, 0, 0
8099, -0.44, 0.04, 0.04
8100, -0.44, 0.04, 0.04
8101, -0.52, 2.56, -0.32
8102, -0.6, 4.84, -0.44
8103, -0.52, 1.96, -0.28
8104, -0.44, 0.04, 0.04
8105, -0.52, 0.04, -0.04
8106, -0.52, 0.64, -0.16
8107, -0.68, 1, -0.2
8108, -0.52, 0.64, -0.16
8109, -0.68, 1.44, -0.24
8110, -0.68, 1.96, -0.28
8111, -0.68, 0.36, -0.12
8112, -0.68, 0.16, -0.08
8113, -0.52, 0.64, -0.16
8114, -0.52, 0.36, -0.12
8115, -0.52, 0.36, -0.12
8116, -0.36, 0.16, -0.08
8117, -0.44, 0, 0
8118, -0.44, 0.04, -0.04
8119, -0.28, 0, 0
8120, -0.44, 4, 0.4
8121, -0.52, 4, 0.4
8122, -0.52, 1.96, 0.28
8123, -0.36, 1.96, 0.28
8124, -0.68, 1.44, 0.24
8125, -0.52, 0.36, 0.12
8126, -0.28, 0.16, 0.08
8127, -0.36, 0.04, -0.04
8128, -0.6, 3.24, 0.36
8129, -0.52, 4, 0.4
8130, -0.6, 2.56, 0.32
8131, -0.52, 0.16, 0.08
