0 -0.741671 0.00659615
1 -0.741632 0.00659471
2 -0.741569 0.00657507
3 -0.741535 0.00657984
4 -0.741511 0.0065914
5 -0.741397 0.00659884
6 -0.741295 0.00664885
7 -0.741318 0.00662942
8 -0.741355 0.00661053
9 -0.741306 0.00664481
10 -0.741465 0.00663498
11 -0.741488 0.00663264
12 -0.741508 0.00662161
13 -0.741467 0.00663287
14 -0.74147 0.00661863
15 -0.741518 0.00659474
16 -0.74143 0.00658439
17 -0.741405 0.00658581
18 -0.741443 0.00659259
19 -0.741429 0.0065765
20 -0.741473 0.00657014
21 -0.741576 0.00657157
22 -0.741575 0.00654743
23 -0.741548 0.00656114
24 -0.741421 0.00655388
25 -0.741337 0.00656184
26 -0.741283 0.00658204
27 -0.741296 0.00660481
28 -0.741307 0.00661378
29 -0.741316 0.00657455
30 -0.741287 0.00655164
31 -0.741245 0.00653992
32 -0.741211 0.00655271
33 -0.741078 0.00653053
34 -0.741136 0.00651181
35 -0.741041 0.00653674
36 -0.741052 0.00652604
37 -0.74094 0.00654338
38 -0.740925 0.0065605
39 -0.740843 0.00657907
40 -0.740817 0.00658384
41 -0.740811 0.00660757
42 -0.740866 0.00659358
43 -0.740975 0.00661221
44 -0.741011 0.00661417
45 -0.74106 0.00662007
46 -0.741026 0.00661836
47 -0.74101 0.00660532
48 -0.74097 0.0065967
49 -0.740981 0.00657216
50 -0.740964 0.00657636
51 -0.741028 0.00656739
52 -0.741017 0.00657221
53 -0.741106 0.00658753
54 -0.740974 0.00657302
55 -0.740899 0.00656694
56 -0.740794 0.00654771
57 -0.740819 0.00654185
58 -0.740791 0.00653376
59 -0.740779 0.0065652
60 -0.740886 0.00656792
61 -0.740763 0.00656752
62 -0.740792 0.00656727
63 -0.740824 0.0065574
64 -0.740795 0.00656194
65 -0.74084 0.00657055
66 -0.740815 0.00658056
67 -0.740828 0.00656483
68 -0.740869 0.00658371
69 -0.740841 0.00658675
70 -0.740923 0.00660321
71 -0.740847 0.0066062
72 -0.740772 0.00661457
73 -0.740746 0.00663459
74 -0.740646 0.00663751
75 -0.740633 0.00663449
76 -0.740653 0.00663717
77 -0.740552 0.0066315
78 -0.740461 0.00667978
79 -0.740519 0.00666924
80 -0.74052 0.00666575
81 -0.740497 0.0066389
82 -0.740603 0.00663263
83 -0.740711 0.00663894
84 -0.740681 0.00663672
85 -0.740709 0.00663704
86 -0.740613 0.00661565
87 -0.740569 0.00661157
88 -0.74057 0.00660851
89 -0.740652 0.00659476
90 -0.740573 0.00658863
91 -0.740667 0.00658865
92 -0.74068 0.00659448
93 -0.740583 0.0065962
94 -0.740584 0.00659911
95 -0.740488 0.00661741
96 -0.740432 0.00661135
97 -0.740605 0.00660374
98 -0.740457 0.00663512
99 -0.740408 0.00663967
100 -0.740549 0.00661966
101 -0.740624 0.00661594
102 -0.740626 0.00661079
103 -0.740622 0.00659038
104 -0.740672 0.00657481
105 -0.74057 0.00659703
106 -0.740569 0.00659806
107 -0.740546 0.00661765
108 -0.740564 0.00660195
109 -0.740454 0.00662458
110 -0.740488 0.00658809
111 -0.740426 0.00658717
112 -0.740429 0.00657463
113 -0.740535 0.00655196
114 -0.740592 0.00655766
115 -0.740561 0.00654302
116 -0.740561 0.00656789
117 -0.740489 0.00656122
118 -0.740471 0.00653998
119 -0.740512 0.00652354
120 -0.74044 0.00651587
121 -0.74051 0.00651954
122 -0.740496 0.00649942
123 -0.740493 0.00647199
124 -0.740443 0.00644487
125 -0.740366 0.00645082
126 -0.740431 0.0064254
127 -0.740441 0.0064108
128 -0.740425 0.00639845
129 -0.740406 0.00641654
130 -0.740503 0.00639741
131 -0.740453 0.00640448
132 -0.740546 0.00641834
133 -0.740494 0.00642774
134 -0.740469 0.00640125
135 -0.740497 0.00638425
136 -0.740494 0.00639953
137 -0.740519 0.00641441
138 -0.740461 0.00638504
139 -0.740367 0.00638678
140 -0.740372 0.00637082
141 -0.740382 0.00639096
142 -0.740495 0.00639736
143 -0.740563 0.00640629
144 -0.740508 0.00641126
145 -0.740539 0.00641436
146 -0.740488 0.0064255
147 -0.740507 0.00639351
148 -0.740511 0.00637394
149 -0.740551 0.00638581
150 -0.74059 0.0063943
151 -0.740603 0.00641921
152 -0.740661 0.00642667
153 -0.74066 0.00642784
154 -0.740798 0.006449
155 -0.740838 0.00645116
156 -0.740764 0.00643659
157 -0.740856 0.00646029
158 -0.740939 0.00644559
159 -0.740925 0.00642253
160 -0.740918 0.0064197
161 -0.740953 0.00639036
162 -0.741046 0.0063769
163 -0.741109 0.00636747
164 -0.74095 0.006384
165 -0.74091 0.00638416
166 -0.740834 0.00639284
167 -0.740769 0.00640804
168 -0.74078 0.00636518
169 -0.740827 0.00637307
170 -0.740818 0.00638473
171 -0.740813 0.00637126
172 -0.740846 0.00638016
173 -0.74083 0.00637999
174 -0.740837 0.00636864
175 -0.740853 0.00639443
176 -0.740873 0.00640485
177 -0.740861 0.0064256
178 -0.740831 0.00644474
179 -0.740838 0.00646141
180 -0.740759 0.00644004
181 -0.740761 0.00643938
182 -0.740779 0.006418
183 -0.740779 0.00642407
184 -0.74084 0.00641723
185 -0.740775 0.00642646
186 -0.740843 0.00640831
187 -0.740902 0.00642343
188 -0.740916 0.00641809
189 -0.740882 0.00642428
190 -0.740794 0.0064195
191 -0.740829 0.00643955
192 -0.74089 0.00639987
193 -0.740853 0.00643584
194 -0.740923 0.00641642
195 -0.740956 0.00640894
196 -0.740978 0.00637634
197 -0.740981 0.00637506
198 -0.741063 0.00634204
199 -0.741171 0.00633745
200 -0.741292 0.00632983
201 -0.741353 0.00632166
202 -0.741348 0.00631564
203 -0.74127 0.00631825
204 -0.741176 0.00632443
205 -0.741188 0.00633736
206 -0.741067 0.00633646
207 -0.741093 0.00635365
208 -0.741049 0.00635273
209 -0.740941 0.00635889
210 -0.740899 0.00636409
211 -0.741005 0.00637152
212 -0.741095 0.00634633
213 -0.741036 0.00632104
214 -0.74105 0.00631953
215 -0.741054 0.0063228
216 -0.741121 0.00633633
217 -0.741124 0.00634189
218 -0.741098 0.00634499
219 -0.741062 0.00634439
220 -0.741043 0.00634062
221 -0.740994 0.00630249
222 -0.741012 0.00631527
223 -0.741009 0.00632779
224 -0.741007 0.00632069
225 -0.740985 0.00628693
226 -0.74104 0.00628633
227 -0.740913 0.00627462
228 -0.740897 0.00625377
229 -0.740983 0.00626271
230 -0.740878 0.00625235
231 -0.740952 0.00625847
232 -0.740886 0.0062443
233 -0.74094 0.00621891
234 -0.740902 0.00623854
235 -0.740809 0.00627142
236 -0.740777 0.00625211
237 -0.740822 0.00624454
238 -0.740934 0.00623035
239 -0.740951 0.00623828
240 -0.741037 0.00621371
241 -0.741077 0.00621426
242 -0.741084 0.00619125
243 -0.74117 0.00617477
244 -0.741189 0.00617173
245 -0.741143 0.00619117
246 -0.74119 0.0061894
247 -0.741139 0.00618762
248 -0.741132 0.00617346
249 -0.741199 0.00618797
250 -0.741283 0.00620185
251 -0.74126 0.00621339
252 -0.741247 0.00621524
253 -0.741208 0.00621664
254 -0.741259 0.00623088
255 -0.741285 0.00622212
256 -0.741253 0.00622159
257 -0.741258 0.00617646
258 -0.741201 0.00616834
