8, 13, 23, 30, 14, 28, 1, 22, 20, 9, 12, 2, 19, 26, 4, 11, 18, 16, 3, 10, 7, 17, 21, 25, 24, 31, 5, 27, 15, 6, 29
4, 10, 3, 16, 18, 11, 8, 26, 19, 2, 12, 9, 20, 22, 1, 28, 14, 30, 23, 13, 7, 17, 21, 25, 24, 31, 5, 27, 15, 6, 29
18, 28, 1, 22, 20, 9, 12, 2, 19, 26, 8, 11, 14, 16, 3, 10, 4, 30, 23, 13, 7, 17, 21, 25, 24, 31, 5, 27, 15, 6, 29
18, 28, 1, 22, 20, 9, 12, 2, 19, 26, 8, 11, 14, 16, 3, 10, 4, 30, 23, 13, 7, 17, 21, 25, 21, 25, 5, 30, 15, 6, 29
4, 4, 3, 16, 18, 11, 8, 26, 19, 2, 12, 9, 20, 22, 1, 28, 14, 18, 11, 14, 16, 3, 10, 10, 24, 31, 6, 15, 27, 5, 29
4, 4, 3, 16, 18, 11, 8, 26, 19, 2, 12, 9, 20, 22, 1, 28, 14, 18, 11, 14, 16, 3, 10, 10, 24, 27, 15, 6, 31, 5, 29
18, 28, 1, 14, 20, 9, 8, 26, 19, 2, 12, 9, 20, 1, 22, 28, 5, 31, 6, 15, 27, 24, 10, 10, 3, 16, 14, 11, 18, 14, 29
18, 28, 1, 14, 20, 9, 8, 26, 19, 2, 12, 9, 20, 1, 22, 28, 5, 31, 6, 15, 27, 24, 10, 10, 3, 16, 14, 11, 18, 14, 29
20, 9, 12, 2, 19, 26, 8, 24, 24, 10, 28, 14, 14, 16, 3, 10, 14, 28, 24, 6, 4, 4, 24, 10, 3, 16, 27, 15, 15, 10, 29
20, 9, 12, 2, 19, 26, 8, 24, 24, 10, 28, 14, 14, 16, 3, 10, 14, 28, 24, 6, 4, 4, 24, 10, 3, 16, 27, 15, 15, 10, 29
20, 9, 12, 2, 19, 26, 8, 24, 24, 10, 27, 28, 16, 3, 10, 14, 14, 14, 28, 24, 10, 4, 15, 6, 27, 4, 24, 10, 3, 16, 29
