igen, l2_best, l2_mean
209, 0.163595, 0.163595
210, 0.163595, 0.163595
211, 0.163595, 0.163595
212, 0.163595, 0.163595
213, 0.163595, 0.163595
214, 0.163595, 0.163595
215, 0.163595, 0.163595
216, 0.163595, 0.163595
217, 0.163595, 0.163595
218, 0.163595, 0.163595
219, 0.163595, 0.163595
220, 0.163595, 0.163595
221, 0.163595, 0.163595
222, 0.163595, 0.163595
223, 0.163595, 0.163595
224, 0.163595, 0.163595
225, 0.163595, 0.163595
226, 0.163595, 0.163595
227, 0.163595, 0.163595
228, 0.163595, 0.163595
229, 0.163595, 0.163595
230, 0.163595, 0.163595
231, 0.163595, 0.163595
232, 0.163595, 0.163595
233, 0.163595, 0.163595
234, 0.163595, 0.163595
235, 0.163595, 0.163595
236, 0.163595, 0.163595
237, 0.163595, 0.163595
238, 0.163595, 0.163595
239, 0.163595, 0.163595
240, 0.163595, 0.163595
241, 0.163595, 0.163595
242, 0.163595, 0.163595
243, 0.163595, 0.163595
244, 0.163595, 0.163595
245, 0.163595, 0.163595
246, 0.163595, 0.163595
247, 0.163595, 0.163595
248, 0.163595, 0.163595
249, 0.163595, 0.163595
250, 0.163595, 0.163595
251, 0.163595, 0.163595
252, 0.163595, 0.163595
253, 0.163595, 0.163595
254, 0.163595, 0.163595
255, 0.163595, 0.163595
256, 0.163595, 0.163595
257, 0.163595, 0.163595
258, 0.163595, 0.163595
259, 0.163595, 0.163595
260, 0.163595, 0.163595
261, 0.163595, 0.163595
262, 0.163595, 0.163595
263, 0.163595, 0.163595
264, 0.163595, 0.163595
265, 0.163595, 0.163595
266, 0.163595, 0.163595
267, 0.163595, 0.163595
268, 0.163595, 0.163595
269, 0.163595, 0.163595
270, 0.163595, 0.163595
271, 0.163595, 0.163595
272, 0.163595, 0.163595
273, 0.163595, 0.163595
274, 0.163595, 0.163595
275, 0.163595, 0.163595
276, 0.163595, 0.163595
277, 0.163595, 0.163595
278, 0.163595, 0.163595
279, 0.163595, 0.163595
280, 0.163595, 0.163595
281, 0.163595, 0.163595
282, 0.163595, 0.163595
283, 0.163595, 0.163595
284, 0.163595, 0.163595
285, 0.163595, 0.163595
286, 0.163595, 0.163595
287, 0.163595, 0.163595
288, 0.163595, 0.163595
289, 0.163595, 0.163595
290, 0.163595, 0.163595
291, 0.163595, 0.163595
292, 0.163595, 0.163595
293, 0.163595, 0.163595
294, 0.163595, 0.163595
295, 0.163595, 0.163595
296, 0.163595, 0.163595
297, 0.163595, 0.163595
298, 0.163595, 0.163595
299, 0.163595, 0.163595
300, 0.163595, 0.163595
301, 0.163595, 0.163595
302, 0.163595, 0.163595
303, 0.163595, 0.163595
304, 0.163595, 0.163595
305, 0.163595, 0.163595
306, 0.163595, 0.163595
307, 0.163595, 0.163595
308, 0.163595, 0.163595
309, 0.163595, 0.163595
310, 0.163595, 0.163595
311, 0.163595, 0.163595
312, 0.163595, 0.163595
313, 0.163595, 0.163595
314, 0.163595, 0.163595
315, 0.163595, 0.163595
316, 0.163595, 0.163595
317, 0.163595, 0.163595
318, 0.163595, 0.163595
319, 0.163595, 0.163595
320, 0.163595, 0.163595
321, 0.163595, 0.163595
322, 0.163595, 0.163595
323, 0.163595, 0.163595
324, 0.163595, 0.163595
325, 0.163595, 0.163595
326, 0.163595, 0.163595
327, 0.163595, 0.163595
328, 0.163595, 0.163595
329, 0.163595, 0.163595
330, 0.163595, 0.163595
331, 0.163595, 0.163595
332, 0.163595, 0.163595
333, 0.163595, 0.163595
334, 0.163595, 0.163595
335, 0.163595, 0.163595
336, 0.163595, 0.163595
337, 0.163595, 0.163595
338, 0.163595, 0.163595
339, 0.163595, 0.163595
340, 0.163595, 0.163595
341, 0.163595, 0.163595
342, 0.163595, 0.163595
343, 0.163595, 0.163595
344, 0.163595, 0.163595
345, 0.163595, 0.163595
346, 0.163595, 0.163595
347, 0.163595, 0.163595
348, 0.163595, 0.163595
349, 0.163595, 0.163595
350, 0.163595, 0.163595
351, 0.163595, 0.163595
352, 0.163595, 0.163595
