igen, l2_best, l2_mean
0, 40.6636, 57.8419
1, 33.7483, 52.3174
2, 30.0078, 47.1669
3, 29.0136, 42.4463
4, 25.9593, 39.2739
5, 25.4104, 37.3029
6, 21.5692, 35.7529
7, 21.5692, 33.9382
8, 18.9103, 31.7681
9, 18.9103, 30.1821
10, 16.5378, 27.8542
11, 14.9716, 25.8664
12, 14.8647, 24.2049
13, 13.2867, 22.6491
14, 13.1868, 21.9484
15, 12.5824, 21.0498
16, 10.5169, 19.972
17, 9.44231, 18.9945
18, 9.44231, 18.2867
19, 9.41831, 17.1308
20, 8.94005, 16.4465
21, 8.86131, 15.74
22, 8.44381, 14.9896
23, 7.58213, 14.7805
24, 7.58213, 14.0004
25, 7.0195, 13.1406
26, 6.13603, 12.557
27, 6.13603, 11.7984
28, 5.51638, 10.8492
29, 5.51638, 10.0982
30, 4.41264, 9.17299
31, 4.23686, 9.0875
32, 3.61997, 8.43456
33, 3.58887, 7.27554
34, 3.58887, 6.88494
35, 3.45086, 6.09484
36, 2.50258, 5.47468
37, 1.95334, 4.70023
38, 1.60112, 3.95218
39, 1.57003, 3.59683
40, 0.953133, 3.0278
41, 0.748142, 2.47494
42, 0.748142, 1.90533
43, 0.748142, 1.451
44, 0.554447, 1.20629
45, 0.163595, 0.951585
46, 0.163595, 0.597911
47, 0.163595, 0.325741
48, 0.163595, 0.177666
49, 0.163595, 0.163595
50, 0.163595, 0.163595
51, 0.163595, 0.163595
52, 0.163595, 0.163595
53, 0.163595, 0.163595
54, 0.163595, 0.163595
55, 0.163595, 0.163595
56, 0.163595, 0.163595
57, 0.163595, 0.163595
58, 0.163595, 0.163595
59, 0.163595, 0.163595
60, 0.163595, 0.163595
61, 0.163595, 0.163595
62, 0.163595, 0.163595
63, 0.163595, 0.163595
64, 0.163595, 0.163595
65, 0.163595, 0.163595
66, 0.163595, 0.163595
67, 0.163595, 0.163595
68, 0.163595, 0.163595
69, 0.163595, 0.163595
70, 0.163595, 0.163595
71, 0.163595, 0.163595
72, 0.163595, 0.163595
73, 0.163595, 0.163595
74, 0.163595, 0.163595
75, 0.163595, 0.163595
76, 0.163595, 0.163595
77, 0.163595, 0.163595
78, 0.163595, 0.163595
79, 0.163595, 0.163595
80, 0.163595, 0.163595
81, 0.163595, 0.163595
82, 0.163595, 0.163595
83, 0.163595, 0.163595
84, 0.163595, 0.163595
85, 0.163595, 0.163595
86, 0.163595, 0.163595
87, 0.163595, 0.163595
88, 0.163595, 0.163595
89, 0.163595, 0.163595
90, 0.163595, 0.163595
91, 0.163595, 0.163595
92, 0.163595, 0.163595
93, 0.163595, 0.163595
94, 0.163595, 0.163595
95, 0.163595, 0.163595
96, 0.163595, 0.163595
97, 0.163595, 0.163595
98, 0.163595, 0.163595
99, 0.163595, 0.163595
100, 0.163595, 0.163595
101, 0.163595, 0.163595
102, 0.163595, 0.163595
103, 0.163595, 0.163595
104, 0.163595, 0.163595
105, 0.163595, 0.163595
106, 0.163595, 0.163595
107, 0.163595, 0.163595
108, 0.163595, 0.163595
109, 0.163595, 0.163595
110, 0.163595, 0.163595
111, 0.163595, 0.163595
112, 0.163595, 0.163595
113, 0.163595, 0.163595
114, 0.163595, 0.163595
115, 0.163595, 0.163595
116, 0.163595, 0.163595
117, 0.163595, 0.163595
118, 0.163595, 0.163595
119, 0.163595, 0.163595
120, 0.163595, 0.163595
121, 0.163595, 0.163595
122, 0.163595, 0.163595
123, 0.163595, 0.163595
124, 0.163595, 0.163595
125, 0.163595, 0.163595
126, 0.163595, 0.163595
127, 0.163595, 0.163595
128, 0.163595, 0.163595
129, 0.163595, 0.163595
130, 0.163595, 0.163595
131, 0.163595, 0.163595
132, 0.163595, 0.163595
133, 0.163595, 0.163595
134, 0.163595, 0.163595
135, 0.163595, 0.163595
136, 0.163595, 0.163595
137, 0.163595, 0.163595
138, 0.163595, 0.163595
139, 0.163595, 0.163595
140, 0.163595, 0.163595
141, 0.163595, 0.163595
142, 0.163595, 0.163595
143, 0.163595, 0.163595
144, 0.163595, 0.163595
145, 0.163595, 0.163595
146, 0.163595, 0.163595
147, 0.163595, 0.163595
148, 0.163595, 0.163595
149, 0.163595, 0.163595
150, 0.163595, 0.163595
151, 0.163595, 0.163595
152, 0.163595, 0.163595
153, 0.163595, 0.163595
154, 0.163595, 0.163595
155, 0.163595, 0.163595
156, 0.163595, 0.163595
157, 0.163595, 0.163595
158, 0.163595, 0.163595
159, 0.163595, 0.163595
160, 0.163595, 0.163595
161, 0.163595, 0.163595
162, 0.163595, 0.163595
163, 0.163595, 0.163595
164, 0.163595, 0.163595
165, 0.163595, 0.163595
166, 0.163595, 0.163595
167, 0.163595, 0.163595
168, 0.163595, 0.163595
169, 0.163595, 0.163595
170, 0.163595, 0.163595
171, 0.163595, 0.163595
172, 0.163595, 0.163595
173, 0.163595, 0.163595
174, 0.163595, 0.163595
175, 0.163595, 0.163595
176, 0.163595, 0.163595
177, 0.163595, 0.163595
178, 0.163595, 0.163595
179, 0.163595, 0.163595
180, 0.163595, 0.163595
181, 0.163595, 0.163595
182, 0.163595, 0.163595
183, 0.163595, 0.163595
184, 0.163595, 0.163595
185, 0.163595, 0.163595
186, 0.163595, 0.163595
187, 0.163595, 0.163595
188, 0.163595, 0.163595
189, 0.163595, 0.163595
190, 0.163595, 0.163595
191, 0.163595, 0.163595
192, 0.163595, 0.163595
193, 0.163595, 0.163595
194, 0.163595, 0.163595
195, 0.163595, 0.163595
196, 0.163595, 0.163595
197, 0.163595, 0.163595
198, 0.163595, 0.163595
199, 0.163595, 0.163595
200, 0.163595, 0.163595
201, 0.163595, 0.163595
202, 0.163595, 0.163595
203, 0.163595, 0.163595
204, 0.163595, 0.163595
205, 0.163595, 0.163595
206, 0.163595, 0.163595
207, 0.163595, 0.163595
208, 0.163595, 0.163595
