igen, l1_best, l1_mean
0, 28.0516, 32.7878
1, 26.8712, 31.0886
2, 24.2343, 29.6892
3, 23.7122, 28.0801
4, 23.3458, 26.599
5, 22.4401, 25.5836
6, 21.4857, 24.4724
7, 21.1501, 23.551
8, 18.9504, 22.8765
9, 18.9504, 22.1797
10, 18.655, 21.5009
11, 17.8114, 20.6714
12, 17.8114, 19.8732
13, 17.1259, 19.2891
14, 16.8126, 18.6652
15, 16.6979, 18.3205
16, 16.6315, 17.9008
17, 16.6273, 17.5956
18, 16.4978, 17.2778
19, 15.9683, 16.9998
20, 15.8977, 16.8662
21, 15.8977, 16.674
22, 15.5866, 16.3171
23, 12.8553, 16.1026
24, 12.8553, 15.8956
25, 12.6001, 15.3147
26, 11.9483, 14.8098
27, 11.9483, 14.0472
28, 11.9368, 13.1922
29, 11.9274, 12.6051
30, 11.7537, 12.2832
31, 11.7329, 12.1222
32, 11.7329, 12.0131
33, 11.7329, 11.8852
34, 11.1657, 11.8225
35, 11.1657, 11.7737
36, 11.1073, 11.6145
37, 11.1073, 11.5094
38, 11.1073, 11.3836
39, 10.5051, 11.2414
40, 10.5051, 11.1677
41, 10.5051, 11.0184
42, 10.5051, 10.8814
43, 10.5051, 10.6985
44, 10.5033, 10.6119
45, 9.97479, 10.5943
46, 9.97479, 10.4887
47, 9.97301, 10.4054
48, 9.81418, 10.2775
49, 9.81239, 10.1447
50, 9.81239, 9.98089
51, 9.81239, 9.96242
52, 9.81239, 9.8993
53, 9.81239, 9.8755
54, 9.81239, 9.83255
55, 9.81239, 9.8128
56, 9.81239, 9.81251
57, 9.81239, 9.81464
58, 9.81239, 9.81247
59, 9.81239, 9.8125
60, 9.81239, 9.83999
61, 9.81239, 9.88144
62, 9.81239, 9.83717
63, 9.81239, 9.88741
64, 9.81239, 9.87947
65, 9.81239, 9.83044
66, 9.81239, 9.86848
67, 9.81239, 9.89809
68, 9.81239, 9.8553
69, 9.81239, 9.83374
70, 9.81239, 9.8206
71, 9.81239, 9.81418
72, 9.81239, 9.81239
73, 9.81239, 9.81902
74, 9.81239, 9.81366
75, 9.81239, 9.81254
76, 9.81239, 9.81239
77, 9.81239, 9.82241
78, 9.81239, 9.81239
79, 9.81239, 9.81245
80, 9.81239, 9.81893
81, 9.81239, 9.83687
82, 9.81239, 9.82113
83, 9.81239, 9.84926
84, 9.81239, 9.83007
85, 9.81239, 9.81373
86, 9.81239, 9.81344
87, 9.81239, 9.842
88, 9.81239, 9.84506
89, 9.81239, 9.82288
90, 9.81239, 9.83227
91, 9.81239, 9.82807
92, 9.81239, 9.81239
93, 9.81239, 9.81239
94, 9.81239, 9.81239
95, 9.81239, 9.81239
96, 9.81239, 9.81239
97, 9.81239, 9.81239
98, 9.81239, 9.81239
99, 9.81239, 9.81239
100, 9.81239, 9.829
101, 9.81239, 9.86608
102, 9.81239, 9.83185
103, 9.81239, 9.82664
104, 9.81239, 9.81239
105, 9.81239, 9.81239
106, 9.81239, 9.81248
107, 9.81239, 9.8509
108, 9.81239, 9.81407
109, 9.81239, 9.81239
110, 9.81239, 9.81386
111, 9.81239, 9.84372
112, 9.81239, 9.84288
113, 9.81239, 9.84204
114, 9.81239, 9.82671
115, 9.81239, 9.81239
116, 9.81239, 9.8268
117, 9.81239, 9.84359
118, 9.81239, 9.83744
119, 9.81239, 9.8261
120, 9.81239, 9.81258
121, 9.79741, 9.81268
122, 9.79741, 9.82818
123, 9.79741, 9.82591
124, 9.79741, 9.84867
125, 9.79741, 9.83498
126, 9.79741, 9.83705
127, 9.79741, 9.82423
128, 9.79741, 9.81439
129, 9.79741, 9.79994
130, 9.78776, 9.80823
131, 9.78776, 9.79699
132, 9.78776, 9.82554
133, 9.78776, 9.79516
134, 9.78776, 9.79135
135, 9.78776, 9.79647
136, 9.78776, 9.81728
137, 9.78776, 9.78818
138, 9.78776, 9.81369
139, 9.78776, 9.82964
140, 9.78776, 9.81229
141, 9.78776, 9.79213
142, 9.78776, 9.85218
143, 9.78776, 9.85508
144, 9.78776, 9.83727
145, 9.78776, 9.82211
146, 9.78776, 9.78776
147, 9.78776, 9.80458
148, 9.78776, 9.79115
149, 9.78776, 9.80387
150, 9.78776, 9.805
151, 9.78776, 9.78776
152, 9.78776, 9.78776
153, 9.78776, 9.78776
154, 9.78776, 9.78776
155, 9.78776, 9.79238
156, 9.78776, 9.79908
157, 9.78776, 9.8316
158, 9.78776, 9.84705
159, 9.78776, 9.83965
160, 9.78776, 9.86942
161, 9.78776, 9.81581
162, 9.78776, 9.80913
163, 9.78776, 9.79507
164, 9.78776, 9.78814
165, 9.78776, 9.78823
166, 9.78776, 9.78776
167, 9.78776, 9.78776
168, 9.78776, 9.82469
169, 9.78776, 9.86975
170, 9.78776, 9.83534
171, 9.78776, 9.84399
172, 9.78776, 9.79416
173, 9.78776, 9.80038
174, 9.78776, 9.80901
175, 9.78776, 9.83587
176, 9.78776, 9.87306
177, 9.78776, 9.85537
178, 9.78776, 9.81954
179, 9.78776, 9.79193
