12, 9, 17, 25, 7, 11, 29, 20, 1, 14, 19, 30, 6, 3, 10, 22, 15, 2, 23, 13, 31, 4, 24, 26, 5, 27, 8, 16, 18, 28, 21
12, 9, 17, 25, 7, 11, 30, 20, 1, 14, 19, 29, 6, 3, 10, 22, 15, 2, 23, 13, 31, 4, 24, 26, 5, 27, 8, 16, 18, 28, 21
14, 12, 9, 17, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 21, 22, 15, 2, 23, 13, 31, 4, 24, 26, 5, 27, 8, 16, 18, 28, 10
14, 12, 9, 17, 25, 7, 11, 30, 20, 1, 19, 6, 29, 3, 21, 22, 15, 2, 23, 13, 31, 4, 24, 26, 5, 27, 8, 16, 18, 28, 10
14, 12, 9, 17, 25, 7, 11, 30, 20, 1, 19, 21, 2, 13, 28, 24, 15, 27, 31, 3, 22, 29, 6, 16, 18, 4, 26, 5, 8, 10, 23
14, 12, 9, 17, 25, 7, 11, 30, 20, 1, 15, 2, 23, 13, 21, 22, 19, 6, 29, 3, 31, 4, 24, 26, 5, 27, 8, 16, 18, 28, 10
17, 14, 12, 9, 25, 7, 11, 30, 22, 21, 31, 20, 1, 19, 29, 6, 3, 15, 2, 23, 13, 4, 24, 26, 5, 27, 8, 16, 18, 28, 10
17, 14, 12, 9, 25, 7, 11, 30, 22, 21, 31, 20, 1, 19, 6, 29, 3, 15, 2, 23, 10, 13, 5, 24, 16, 18, 28, 26, 4, 27, 8
17, 14, 12, 9, 25, 7, 11, 30, 22, 21, 31, 20, 1, 19, 6, 29, 3, 15, 2, 23, 10, 13, 5, 24, 16, 18, 28, 26, 4, 27, 8
17, 14, 12, 9, 25, 7, 11, 30, 22, 21, 31, 20, 1, 19, 6, 29, 3, 13, 15, 2, 23, 10, 5, 24, 16, 18, 28, 26, 4, 27, 8
17, 14, 12, 9, 25, 7, 11, 30, 22, 21, 31, 20, 1, 19, 6, 29, 3, 13, 15, 2, 23, 10, 5, 24, 16, 18, 28, 26, 4, 27, 8
17, 14, 12, 9, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 15, 2, 13, 23, 10, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 10, 9, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 15, 2, 13, 23, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 10, 9, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 15, 2, 13, 23, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 23, 9, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 15, 13, 2, 12, 10, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 10, 23, 9, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 15, 13, 2, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 10, 23, 9, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 15, 13, 2, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 10, 23, 9, 25, 7, 11, 30, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 2, 13, 15, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 11, 30, 9, 25, 7, 10, 23, 20, 1, 19, 29, 6, 3, 22, 21, 31, 16, 15, 13, 2, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 11, 30, 9, 25, 7, 10, 23, 20, 1, 19, 29, 6, 3, 22, 31, 21, 16, 15, 13, 2, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 11, 30, 9, 25, 7, 10, 23, 20, 1, 19, 29, 6, 3, 22, 31, 21, 16, 15, 13, 2, 12, 5, 24, 18, 28, 26, 4, 27, 8
17, 14, 11, 30, 9, 25, 7, 10, 23, 20, 1, 19, 29, 6, 3, 22, 31, 21, 16, 2, 13, 15, 12, 5, 27, 4, 26, 28, 18, 24, 8
30, 17, 14, 11, 9, 25, 7, 10, 23, 20, 1, 19, 29, 6, 3, 22, 31, 21, 16, 2, 13, 15, 12, 5, 27, 4, 26, 28, 18, 24, 8
30, 17, 14, 11, 9, 25, 7, 10, 23, 20, 1, 19, 29, 6, 3, 22, 31, 21, 16, 2, 13, 15, 12, 5, 27, 4, 26, 28, 18, 24, 8
17, 14, 11, 30, 9, 25, 7, 10, 23, 27, 4, 26, 28, 18, 24, 5, 12, 2, 13, 15, 16, 21, 31, 22, 3, 6, 29, 19, 1, 20, 8
30, 17, 14, 11, 9, 25, 7, 10, 23, 27, 4, 26, 28, 18, 24, 5, 12, 2, 13, 15, 16, 21, 31, 22, 3, 6, 29, 19, 1, 20, 8
30, 17, 14, 11, 9, 25, 7, 10, 23, 27, 4, 26, 28, 18, 24, 5, 12, 2, 20, 1, 19, 29, 6, 3, 22, 31, 21, 16, 13, 15, 8
30, 17, 14, 11, 9, 25, 7, 10, 23, 27, 4, 26, 28, 18, 24, 5, 12, 2, 13, 15, 16, 20, 1, 19, 29, 6, 3, 22, 31, 21, 8
17, 30, 14, 11, 9, 25, 7, 10, 23, 27, 4, 26, 28, 18, 24, 5, 12, 2, 13, 20, 1, 19, 29, 6, 3, 22, 31, 21, 16, 15, 8
17, 30, 14, 11, 9, 25, 7, 10, 23, 27, 4, 26, 28, 18, 24, 5, 12, 2, 13, 20, 21, 19, 29, 6, 3, 22, 31, 1, 16, 15, 8
17, 30, 14, 11, 9, 25, 7, 10, 23, 27, 4, 26, 28, 18, 24, 5, 12, 2, 13, 20, 21, 19, 29, 6, 3, 22, 31, 1, 16, 15, 8
