igen, l1_best, l1_mean
0, 28.1357, 32.8696
1, 27.1491, 31.1743
2, 23.6226, 29.8748
3, 23.6226, 28.668
4, 22.4044, 26.7343
5, 21.0578, 25.1064
6, 20.9814, 23.5897
7, 20.1853, 22.7642
8, 19.608, 22.0882
9, 19.1716, 21.3021
10, 18.2206, 20.807
11, 16.928, 20.1992
12, 16.58, 19.302
13, 16.3141, 18.526
14, 15.8684, 17.4598
15, 15.2878, 16.8087
16, 15.2878, 16.4108
17, 15.2878, 16.0075
18, 14.872, 15.7499
19, 14.872, 15.4851
20, 14.872, 15.5302
21, 14.7011, 15.547
22, 14.2586, 15.3878
23, 14.2586, 15.173
24, 14.2586, 14.9963
25, 14.0831, 15.0192
26, 14.0116, 14.9074
27, 13.9494, 14.7592
28, 13.8608, 14.5352
29, 13.8608, 14.3156
30, 13.6351, 14.1047
31, 13.2629, 13.9661
32, 13.1498, 13.8345
33, 13.0377, 13.6624
34, 12.9393, 13.4777
35, 12.8879, 13.3449
36, 12.7176, 13.1388
37, 12.3298, 13.0258
38, 12.2654, 12.8656
39, 12.0275, 12.7668
40, 11.9568, 12.6318
41, 11.6127, 12.5048
42, 11.588, 12.3511
43, 11.4665, 12.1106
44, 11.14, 11.9064
45, 10.9939, 11.7315
46, 10.9939, 11.5678
47, 10.9939, 11.4055
48, 10.9939, 11.2304
49, 10.9423, 11.1087
50, 10.9212, 11.0189
51, 10.8439, 10.9914
52, 10.8439, 10.9575
53, 10.8439, 10.933
54, 10.8439, 10.9178
55, 10.8439, 10.8956
56, 10.7915, 10.8561
57, 10.7915, 10.8546
58, 10.7915, 10.8485
59, 10.7915, 10.8335
60, 10.6218, 10.8181
61, 10.6218, 10.7984
62, 10.6218, 10.7957
63, 10.6218, 10.7652
64, 10.6218, 10.7274
65, 10.6218, 10.688
66, 10.6218, 10.6744
67, 10.6218, 10.7563
68, 10.551, 10.7668
69, 10.551, 10.6966
70, 10.551, 10.6263
71, 10.551, 10.6347
72, 10.551, 10.6462
73, 10.551, 10.6406
74, 10.551, 10.5884
75, 10.551, 10.5586
76, 10.551, 10.5524
77, 10.551, 10.5521
78, 10.551, 10.551
79, 10.551, 10.551
80, 10.551, 10.5533
81, 10.551, 10.551
82, 10.551, 10.5532
83, 10.551, 10.553
84, 10.551, 10.5526
85, 10.551, 10.551
86, 10.551, 10.551
87, 10.551, 10.551
88, 10.551, 10.551
89, 10.551, 10.5832
90, 10.551, 10.5558
91, 10.0466, 10.5492
92, 10.0466, 10.5418
93, 10.0466, 10.5243
94, 9.95683, 10.4845
95, 9.95683, 10.433
96, 9.95683, 10.2907
97, 9.95683, 10.1389
98, 9.95683, 10.1277
99, 9.95683, 10.0652
100, 9.95683, 10.0103
101, 9.95683, 10.0385
102, 9.95683, 10.0555
103, 9.95683, 10.0018
104, 9.95683, 9.99493
105, 9.95683, 9.98714
106, 9.95683, 10.0278
107, 9.95683, 9.96867
108, 9.86851, 9.98327
109, 9.86851, 9.99003
110, 9.86851, 9.94206
111, 9.86851, 9.91735
112, 9.86851, 9.90208
113, 9.86851, 9.90042
114, 9.86851, 9.8828
115, 9.86851, 9.8849
116, 9.86851, 9.88196
117, 9.86851, 9.87194
118, 9.86851, 9.86851
119, 9.86851, 9.87016
120, 9.86851, 9.86851
121, 9.86851, 9.87146
122, 9.86851, 9.88581
123, 9.86851, 9.90656
124, 9.86851, 9.88037
125, 9.86851, 9.88414
126, 9.86851, 9.89559
127, 9.86851, 9.87989
128, 9.86851, 9.87363
129, 9.86851, 9.86851
130, 9.86851, 9.86869
131, 9.86851, 9.87063
132, 9.86851, 9.88539
133, 9.86851, 9.87988
134, 9.86851, 9.89422
135, 9.86851, 9.89559
136, 9.86851, 9.86905
137, 9.86851, 9.86851
138, 9.86851, 9.87057
139, 9.86851, 9.86925
140, 9.86851, 9.88719
141, 9.86851, 9.89447
142, 9.86851, 9.90865
143, 9.86851, 9.89538
144, 9.86851, 9.90231
145, 9.86851, 9.88792
146, 9.86851, 9.94453
147, 9.86851, 9.90548
148, 9.86851, 9.89564
149, 9.85903, 9.90296
150, 9.78709, 9.92205
151, 9.5022, 9.89455
152, 9.42078, 9.8821
153, 9.42078, 9.8391
154, 9.42078, 9.70284
155, 9.37425, 9.62923
