igen, l1_best, l1_mean
156, 9.37425, 9.5492
157, 9.37425, 9.46173
158, 9.37425, 9.45905
159, 9.37425, 9.42204
160, 9.37425, 9.40644
161, 9.37425, 9.443
162, 9.37425, 9.43939
163, 9.37425, 9.39935
164, 9.37425, 9.43714
165, 9.37425, 9.40639
166, 9.37425, 9.42237
167, 9.37425, 9.42598
168, 9.37425, 9.43304
169, 9.37425, 9.44432
170, 9.37425, 9.39857
171, 9.37425, 9.41459
172, 9.37425, 9.41446
173, 9.37425, 9.40873
174, 9.37425, 9.40253
175, 9.37425, 9.40188
176, 9.37425, 9.37824
177, 9.37425, 9.37961
178, 9.37425, 9.37667
179, 9.37425, 9.42897
180, 9.37425, 9.45555
181, 9.37425, 9.49413
182, 9.37425, 9.39254
183, 9.37425, 9.4023
184, 9.37425, 9.39395
185, 9.37425, 9.40916
186, 9.37425, 9.42612
187, 9.37425, 9.44968
188, 9.37425, 9.39658
189, 9.37425, 9.37425
190, 9.37425, 9.37425
191, 9.37425, 9.37875
192, 9.37425, 9.37425
193, 9.37425, 9.37741
194, 9.37425, 9.37425
195, 9.37425, 9.37425
196, 9.37425, 9.37425
197, 9.37425, 9.37638
198, 9.37425, 9.41118
199, 9.37425, 9.39264
200, 9.37425, 9.37462
201, 9.37425, 9.37425
202, 9.37425, 9.3752
203, 9.37425, 9.38214
204, 9.37425, 9.3745
205, 9.37425, 9.37666
206, 9.37425, 9.38246
207, 9.37425, 9.39778
208, 9.37425, 9.41938
209, 9.37425, 9.38675
210, 9.37425, 9.41434
211, 9.37425, 9.39843
212, 9.37425, 9.39288
213, 9.37425, 9.4269
214, 9.37425, 9.40114
215, 9.37425, 9.40203
216, 9.37425, 9.44582
217, 9.37425, 9.45884
218, 9.37425, 9.43278
219, 9.37425, 9.4175
220, 9.37425, 9.39412
221, 9.37425, 9.38858
222, 9.37425, 9.37472
223, 9.37425, 9.37425
224, 9.37425, 9.37477
225, 9.37425, 9.37425
226, 9.37425, 9.37468
227, 9.37425, 9.37425
228, 9.37425, 9.37677
229, 9.37425, 9.37689
230, 9.37425, 9.37425
231, 9.37425, 9.37463
232, 9.37425, 9.38905
233, 9.37425, 9.38986
234, 9.37425, 9.37425
235, 9.37425, 9.37425
236, 9.37425, 9.37425
237, 9.37425, 9.38977
238, 9.37425, 9.46073
239, 9.37425, 9.37797
240, 9.37425, 9.39118
241, 9.37425, 9.39009
242, 9.37425, 9.46736
243, 9.37425, 9.45628
244, 9.37425, 9.40767
245, 9.37425, 9.39396
246, 9.37425, 9.37425
247, 9.37425, 9.40336
248, 9.37425, 9.40724
249, 9.37425, 9.3745
250, 9.37425, 9.37425
