26, 8, 23, 16, 17, 5, 29, 20, 2, 25, 10, 12, 22, 24, 14, 9, 31, 11, 19, 4, 1, 30, 21, 6, 7, 13, 15, 3, 18, 28, 27
24, 26, 8, 17, 13, 16, 23, 3, 6, 29, 15, 30, 11, 1, 18, 27, 21, 31, 14, 20, 22, 25, 2, 10, 7, 9, 19, 12, 4, 5, 28
13, 12, 19, 21, 4, 25, 26, 5, 10, 3, 28, 9, 2, 11, 6, 15, 14, 24, 7, 18, 1, 22, 30, 8, 17, 23, 16, 20, 31, 29, 27
2, 16, 12, 4, 31, 30, 18, 6, 1, 28, 10, 5, 25, 23, 19, 3, 27, 17, 11, 26, 29, 13, 20, 22, 15, 14, 24, 9, 7, 21, 8
8, 18, 21, 19, 20, 2, 12, 16, 14, 6, 24, 11, 26, 22, 10, 27, 3, 28, 25, 5, 31, 9, 13, 30, 23, 7, 29, 17, 15, 4, 1
4, 23, 13, 7, 5, 27, 9, 16, 11, 28, 15, 30, 29, 21, 6, 3, 10, 14, 22, 2, 12, 8, 24, 17, 20, 1, 25, 26, 31, 18, 19
4, 1, 2, 29, 17, 20, 24, 6, 13, 11, 23, 19, 28, 8, 18, 25, 31, 16, 22, 5, 30, 26, 21, 14, 3, 12, 15, 10, 27, 7, 9
6, 8, 3, 4, 31, 22, 12, 28, 24, 16, 7, 26, 9, 17, 23, 11, 30, 2, 21, 5, 14, 18, 15, 10, 29, 19, 27, 13, 20, 1, 25
22, 1, 12, 11, 13, 7, 2, 20, 31, 21, 16, 26, 25, 14, 17, 29, 5, 28, 15, 23, 6, 27, 30, 18, 8, 4, 3, 10, 9, 19, 24
3, 4, 16, 14, 2, 20, 27, 12, 29, 7, 13, 11, 5, 8, 18, 21, 19, 23, 22, 17, 15, 10, 6, 28, 24, 30, 9, 31, 1, 25, 26
8, 3, 28, 9, 25, 18, 27, 10, 5, 15, 16, 26, 2, 13, 4, 24, 20, 6, 17, 30, 23, 21, 19, 14, 22, 12, 29, 7, 11, 1, 31
28, 27, 20, 22, 23, 7, 13, 24, 4, 14, 16, 29, 10, 6, 8, 3, 18, 30, 5, 31, 25, 2, 1, 26, 21, 17, 12, 11, 9, 19, 15
27, 15, 10, 18, 28, 24, 8, 14, 16, 11, 9, 5, 21, 13, 7, 12, 30, 17, 29, 19, 6, 23, 22, 26, 31, 20, 2, 1, 3, 25, 4
25, 1, 23, 2, 7, 13, 20, 22, 30, 21, 27, 19, 10, 14, 26, 24, 16, 15, 9, 12, 11, 29, 17, 5, 6, 18, 8, 3, 28, 4, 31
25, 1, 2, 20, 7, 13, 11, 29, 19, 17, 30, 16, 4, 15, 9, 22, 14, 26, 27, 31, 18, 5, 12, 23, 3, 8, 21, 6, 10, 28, 24
2, 20, 13, 7, 10, 6, 18, 28, 24, 31, 26, 3, 4, 1, 9, 19, 15, 8, 21, 5, 17, 30, 11, 29, 12, 23, 22, 16, 25, 14, 27
4, 31, 15, 30, 17, 5, 20, 2, 1, 25, 26, 16, 19, 10, 6, 9, 29, 11, 23, 7, 13, 21, 12, 22, 14, 27, 8, 18, 24, 28, 3
31, 4, 1, 25, 27, 28, 8, 24, 3, 26, 13, 9, 18, 6, 15, 10, 29, 19, 17, 30, 11, 7, 21, 16, 2, 20, 12, 22, 5, 23, 14
31, 26, 5, 8, 28, 27, 24, 4, 1, 25, 2, 20, 14, 13, 7, 16, 23, 22, 11, 29, 30, 17, 9, 18, 15, 6, 12, 19, 21, 10, 3
27, 16, 5, 22, 21, 14, 26, 3, 23, 7, 13, 20, 2, 25, 31, 9, 15, 19, 6, 10, 18, 12, 29, 11, 17, 30, 8, 28, 4, 1, 24
3, 28, 24, 19, 9, 17, 27, 25, 2, 20, 14, 16, 13, 7, 21, 22, 5, 8, 18, 6, 10, 15, 29, 30, 11, 12, 23, 26, 1, 31, 4
25, 8, 24, 28, 31, 16, 14, 27, 23, 7, 13, 2, 20, 26, 1, 18, 19, 5, 21, 22, 17, 12, 11, 29, 30, 9, 15, 10, 6, 3, 4
25, 3, 1, 2, 20, 22, 14, 27, 26, 24, 28, 6, 21, 12, 23, 16, 19, 5, 7, 13, 11, 29, 30, 17, 9, 10, 15, 18, 8, 4, 31
4, 28, 24, 6, 10, 15, 19, 8, 18, 3, 16, 22, 7, 13, 23, 12, 11, 29, 30, 9, 17, 5, 27, 26, 14, 21, 2, 20, 1, 25, 31
28, 24, 18, 6, 10, 9, 3, 27, 16, 14, 20, 2, 13, 7, 12, 29, 11, 30, 17, 5, 8, 19, 15, 21, 22, 23, 26, 1, 25, 4, 31
3, 28, 24, 27, 5, 16, 14, 25, 1, 20, 2, 12, 22, 7, 13, 23, 30, 11, 29, 18, 8, 19, 6, 10, 15, 17, 9, 21, 26, 31, 4
18, 26, 20, 2, 12, 21, 22, 13, 7, 23, 17, 8, 27, 3, 16, 14, 5, 30, 29, 11, 9, 15, 10, 19, 6, 24, 28, 4, 1, 25, 31
24, 3, 8, 18, 19, 27, 28, 15, 6, 10, 9, 17, 30, 29, 11, 12, 20, 2, 7, 13, 23, 22, 21, 5, 26, 14, 16, 1, 25, 31, 4
4, 8, 24, 28, 3, 18, 6, 10, 9, 15, 19, 5, 21, 30, 13, 7, 2, 20, 1, 25, 16, 22, 23, 12, 11, 29, 17, 27, 14, 26, 31
4, 24, 28, 3, 8, 6, 15, 19, 18, 27, 21, 5, 23, 12, 7, 13, 20, 2, 25, 1, 26, 14, 16, 22, 30, 11, 29, 9, 10, 17, 31
4, 25, 1, 27, 18, 28, 24, 3, 8, 26, 16, 14, 2, 20, 13, 7, 12, 11, 29, 17, 30, 23, 22, 21, 5, 9, 19, 15, 10, 6, 31
25, 1, 2, 20, 14, 16, 21, 10, 6, 15, 9, 17, 27, 26, 13, 7, 12, 11, 29, 30, 23, 22, 5, 19, 18, 8, 24, 28, 3, 4, 31
4, 1, 20, 2, 16, 9, 15, 18, 8, 6, 10, 19, 5, 23, 7, 13, 12, 11, 29, 30, 17, 27, 14, 21, 22, 26, 25, 3, 28, 24, 31
31, 24, 28, 8, 18, 6, 15, 19, 5, 27, 26, 21, 23, 22, 11, 29, 30, 10, 9, 17, 12, 7, 13, 20, 2, 25, 1, 14, 16, 3, 4
3, 24, 28, 18, 8, 15, 6, 10, 19, 9, 17, 5, 21, 30, 29, 11, 12, 22, 23, 7, 13, 20, 2, 1, 25, 26, 14, 16, 27, 31, 4
28, 24, 3, 8, 18, 6, 10, 15, 19, 9, 17, 30, 29, 11, 23, 22, 21, 5, 12, 7, 13, 20, 2, 16, 27, 14, 26, 1, 25, 31, 4
28, 3, 24, 8, 18, 6, 10, 19, 15, 9, 17, 11, 29, 30, 5, 21, 12, 23, 22, 7, 13, 2, 20, 14, 26, 16, 27, 1, 25, 31, 4
3, 24, 18, 8, 6, 10, 9, 29, 11, 30, 17, 15, 19, 5, 21, 26, 22, 23, 12, 7, 13, 20, 2, 16, 27, 14, 28, 31, 1, 25, 4
3, 24, 28, 8, 12, 30, 11, 29, 17, 15, 18, 6, 10, 9, 19, 5, 23, 21, 22, 7, 13, 20, 2, 25, 1, 26, 16, 14, 27, 31, 4
24, 3, 28, 8, 5, 17, 30, 11, 29, 9, 19, 15, 10, 6, 18, 27, 21, 23, 12, 7, 13, 20, 2, 16, 22, 14, 26, 1, 25, 31, 4
27, 8, 28, 18, 3, 24, 19, 11, 29, 10, 6, 15, 9, 17, 30, 5, 21, 22, 23, 12, 13, 7, 20, 2, 16, 14, 26, 1, 25, 31, 4
4, 24, 28, 8, 18, 3, 26, 5, 17, 11, 29, 19, 15, 6, 10, 9, 30, 12, 23, 7, 13, 20, 2, 22, 21, 16, 14, 27, 31, 1, 25
4, 24, 28, 8, 18, 21, 23, 12, 11, 29, 30, 17, 9, 10, 6, 15, 19, 5, 22, 13, 7, 20, 2, 16, 14, 27, 26, 1, 25, 3, 31
31, 28, 24, 8, 18, 19, 9, 5, 17, 11, 30, 29, 10, 6, 15, 21, 22, 12, 23, 7, 13, 2, 20, 14, 16, 26, 27, 3, 4, 1, 25
4, 28, 24, 8, 18, 5, 21, 12, 11, 29, 30, 19, 15, 6, 10, 9, 17, 22, 23, 7, 13, 2, 20, 16, 14, 26, 27, 3, 25, 1, 31
24, 28, 3, 8, 15, 19, 17, 30, 11, 29, 9, 10, 6, 18, 5, 21, 22, 12, 23, 7, 13, 2, 20, 16, 14, 27, 26, 25, 1, 31, 4
8, 3, 18, 19, 15, 9, 17, 30, 11, 29, 10, 6, 24, 28, 5, 21, 22, 12, 23, 7, 13, 20, 2, 1, 27, 16, 14, 26, 25, 31, 4
