igen, l1_best, l1_mean
0, 28.1357, 32.8696
1, 27.1491, 31.1743
2, 23.6226, 29.8748
3, 23.6226, 28.668
4, 22.4044, 26.7343
5, 21.0578, 25.1064
6, 20.9814, 23.6057
7, 20.1853, 22.7444
8, 19.608, 22.0635
9, 19.1716, 21.3047
10, 18.2206, 20.8479
11, 16.8723, 20.315
12, 16.8433, 19.333
13, 16.247, 18.5103
14, 16.1414, 17.4682
15, 15.5518, 16.8691
16, 15.0782, 16.5501
17, 15.0782, 16.1745
18, 14.8671, 15.8474
19, 14.6318, 15.4549
20, 14.6318, 15.2601
21, 14.3873, 15.0519
22, 13.838, 14.7976
23, 13.5935, 14.5817
24, 13.5581, 14.2968
25, 13.3712, 14.0574
26, 13.2998, 13.8257
27, 12.9138, 13.6469
28, 12.7723, 13.4658
29, 12.5705, 13.2965
30, 12.1557, 13.0807
31, 12.1243, 12.8742
32, 11.9185, 12.658
33, 11.9185, 12.4582
34, 11.8202, 12.2289
35, 11.8128, 12.1145
36, 10.7759, 11.9961
37, 10.7759, 11.9802
38, 10.7335, 11.8105
39, 10.7335, 11.7638
40, 10.5556, 11.6599
41, 10.5556, 11.4256
42, 10.4607, 11.1222
43, 10.4607, 10.8525
44, 10.4607, 10.728
45, 10.3881, 10.6629
46, 10.3416, 10.5998
47, 10.0505, 10.5018
48, 10.0081, 10.4358
49, 10.0039, 10.3318
50, 9.96153, 10.1891
51, 9.96153, 10.1054
52, 9.93722, 10.0265
53, 9.93722, 10.0065
54, 9.89068, 9.99439
55, 9.89068, 9.98878
56, 9.89068, 9.937
57, 9.89068, 9.92649
58, 9.88464, 9.91173
59, 9.88464, 9.91321
60, 9.88464, 9.9003
61, 9.88464, 9.89871
62, 9.88464, 9.93056
63, 9.88464, 9.95585
64, 9.88464, 9.93946
65, 9.88464, 9.924
66, 9.88464, 9.92821
67, 9.88464, 10.0109
68, 9.88464, 10.0409
69, 9.88464, 9.98308
70, 9.88464, 9.89961
71, 9.88464, 9.93332
72, 9.88464, 10.0023
73, 9.88464, 9.99679
74, 9.88464, 9.92325
75, 9.60227, 9.88477
76, 9.60227, 9.86805
77, 9.60227, 9.82633
78, 9.60227, 9.75072
79, 9.60227, 9.69844
80, 9.60227, 9.67577
81, 9.44307, 9.6093
82, 9.44307, 9.61988
83, 9.44307, 9.57358
84, 9.44307, 9.52683
85, 9.44307, 9.4831
86, 9.44307, 9.46555
87, 9.44307, 9.44307
88, 9.44307, 9.44417
89, 9.44307, 9.49334
90, 9.44307, 9.44748
91, 9.37891, 9.44991
92, 9.37891, 9.56335
93, 9.37891, 9.72878
94, 9.37891, 9.72536
95, 9.37891, 9.73392
96, 9.37891, 9.62561
97, 9.37891, 9.51112
98, 9.37891, 9.51885
99, 9.29795, 9.42874
100, 9.29795, 9.40054
101, 9.29795, 9.41841
102, 9.29795, 9.42017
103, 9.29795, 9.36971
104, 9.29795, 9.35757
105, 9.29795, 9.32854
106, 9.29795, 9.36748
107, 9.29795, 9.32148
108, 9.29795, 9.34198
109, 9.29795, 9.3603
110, 9.29795, 9.34061
111, 9.29795, 9.31865
112, 9.29795, 9.31367
113, 9.29795, 9.30798
114, 9.29795, 9.29856
115, 9.29795, 9.31214
116, 9.29795, 9.31025
117, 9.29795, 9.29897
118, 9.29795, 9.29795
119, 9.29795, 9.29795
120, 9.29795, 9.29795
121, 9.29795, 9.30344
122, 9.29795, 9.31061
123, 9.29795, 9.31514
124, 9.29795, 9.30614
125, 9.29795, 9.31352
126, 9.29795, 9.34798
127, 9.29795, 9.32954
128, 9.29795, 9.31633
129, 9.29795, 9.30095
130, 9.29795, 9.30162
131, 9.29795, 9.29795
132, 9.29795, 9.30703
133, 9.29795, 9.30524
134, 9.29795, 9.32029
135, 9.29795, 9.33912
136, 9.29795, 9.30051
137, 9.29795, 9.29795
138, 9.29795, 9.29951
139, 9.29795, 9.29967
140, 9.29795, 9.32783
141, 9.29795, 9.33675
142, 9.29795, 9.37199
143, 9.29795, 9.33823
144, 9.29795, 9.33051
145, 9.29795, 9.31236
146, 9.29795, 9.35526
147, 9.29795, 9.33238
148, 9.29795, 9.3297
149, 9.29795, 9.34802
150, 9.29795, 9.35904
151, 9.29795, 9.33386
152, 9.29795, 9.33229
