igen, l1_best, l1_mean
0, 28.0516, 32.7878
1, 26.8712, 31.0886
2, 24.2343, 29.6892
3, 23.7122, 28.0801
4, 23.3458, 26.599
5, 22.4401, 25.5836
6, 21.4857, 24.4724
7, 21.1501, 23.551
8, 18.9504, 22.8765
9, 18.9504, 22.1797
10, 18.655, 21.5009
11, 17.8114, 20.6714
12, 17.8114, 19.8732
13, 17.1259, 19.2891
14, 16.8126, 18.6652
15, 16.6979, 18.3205
16, 16.6315, 17.8784
17, 16.6273, 17.558
18, 16.4978, 17.2262
19, 16.4514, 16.9817
20, 15.8991, 16.971
21, 14.2003, 16.75
22, 13.1787, 16.1693
23, 13.1787, 15.4822
24, 13.0314, 14.9515
25, 12.9146, 14.3775
26, 12.9146, 13.938
27, 12.8432, 13.693
28, 12.7265, 13.3638
29, 12.7265, 13.057
30, 12.7265, 12.9564
31, 12.2653, 12.8463
32, 12.2653, 12.7741
33, 11.8173, 12.6395
34, 11.8173, 12.504
35, 11.8173, 12.3414
36, 11.8173, 12.1161
37, 11.6627, 12.0214
38, 11.4792, 11.8866
39, 11.4085, 11.7855
40, 11.2685, 11.6875
41, 11.2685, 11.5769
42, 11.2685, 11.4779
43, 11.2685, 11.383
44, 11.2685, 11.3282
45, 11.2685, 11.3355
46, 10.8117, 11.2904
47, 10.8117, 11.2653
48, 10.8117, 11.1888
49, 10.8117, 11.1021
50, 10.8117, 10.9566
51, 10.4607, 10.9554
52, 10.4607, 10.9059
53, 10.4607, 10.9621
54, 10.4607, 10.9161
55, 10.4607, 10.7724
56, 10.4607, 10.7631
57, 10.4142, 10.7081
58, 10.4142, 10.6363
59, 10.281, 10.5158
60, 10.2345, 10.5548
61, 10.2345, 10.5586
62, 10.2345, 10.4049
63, 10.2345, 10.4305
64, 10.2345, 10.3901
65, 10.2188, 10.3067
66, 9.78183, 10.3197
67, 9.78183, 10.3002
68, 9.78183, 10.1919
69, 9.53039, 10.0162
70, 9.51392, 9.89309
71, 9.51392, 9.74864
72, 9.51392, 9.64754
73, 9.51392, 9.62035
74, 9.51392, 9.56457
75, 9.51392, 9.53637
76, 9.37891, 9.51533
77, 9.37891, 9.53278
78, 9.37891, 9.55376
79, 9.37891, 9.6628
80, 9.37891, 9.76827
81, 9.37891, 9.80776
82, 9.37891, 9.73499
83, 9.37891, 9.72329
84, 9.37891, 9.58597
85, 9.37891, 9.5028
86, 9.37891, 9.42573
87, 9.37891, 9.49876
88, 9.37891, 9.46593
89, 9.37891, 9.40713
90, 9.37891, 9.41728
91, 9.37891, 9.4029
92, 9.37891, 9.37891
93, 9.37891, 9.37891
94, 9.37891, 9.37891
95, 9.37891, 9.37891
96, 9.37891, 9.37891
97, 9.37891, 9.37891
98, 9.37891, 9.37891
99, 9.37891, 9.37891
100, 9.37891, 9.39135
101, 9.37891, 9.43677
102, 9.37891, 9.39359
103, 9.37891, 9.38482
104, 9.37891, 9.37891
105, 9.37891, 9.37891
106, 9.37891, 9.37946
107, 9.37891, 9.4046
108, 9.37891, 9.37891
109, 9.37891, 9.37891
110, 9.37891, 9.37929
111, 9.29795, 9.38062
112, 9.29795, 9.36857
113, 9.29795, 9.38038
114, 9.29795, 9.34603
115, 9.29795, 9.31043
116, 9.29795, 9.32451
117, 9.29795, 9.36958
118, 9.29795, 9.33158
119, 9.29795, 9.31426
120, 9.29795, 9.29795
121, 9.29795, 9.3022
122, 9.29795, 9.30983
123, 9.29795, 9.30224
124, 9.29795, 9.33713
125, 9.29795, 9.32858
126, 9.29795, 9.35571
127, 9.29795, 9.33576
128, 9.29795, 9.33438
129, 9.29795, 9.31854
130, 9.29795, 9.32334
131, 9.29795, 9.29795
132, 9.29795, 9.3328
133, 9.29795, 9.30051
134, 9.29795, 9.29795
135, 9.29795, 9.30627
136, 9.29795, 9.31485
137, 9.29795, 9.29795
138, 9.29795, 9.31218
139, 9.29795, 9.33775
140, 9.29795, 9.34554
141, 9.29795, 9.30511
142, 9.29795, 9.36413
143, 9.29795, 9.3764
144, 9.29795, 9.37905
145, 9.29795, 9.33779
146, 9.29795, 9.29795
147, 9.29795, 9.31694
148, 9.29795, 9.31222
149, 9.29795, 9.32817
150, 9.29795, 9.31852
151, 9.29795, 9.29795
152, 9.29795, 9.29795
153, 9.29795, 9.29795
154, 9.29795, 9.29795
155, 9.29795, 9.30729
156, 9.29795, 9.31731
157, 9.29795, 9.33909
158, 9.29795, 9.36672
159, 9.29795, 9.36758
160, 9.29795, 9.39438
161, 9.29795, 9.33091
162, 9.29795, 9.33247
163, 9.29795, 9.32079
164, 9.29795, 9.3015
165, 9.29795, 9.30276
166, 9.29795, 9.29795
167, 9.29795, 9.29795
168, 9.29795, 9.33184
169, 9.29795, 9.40431
170, 9.29795, 9.3682
171, 9.29795, 9.3313
172, 9.29795, 9.30111
173, 9.29795, 9.31372
174, 9.29795, 9.32623
175, 9.29795, 9.34546
176, 9.29795, 9.38803
177, 9.29795, 9.35469
178, 9.29795, 9.34254
179, 9.29795, 9.30773
180, 9.29795, 9.30254
